Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,172,,20.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,37,,34.5,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,73,,16.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,444,2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Piesmidae,terrestrial invertebrates,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Nematoda,terrestrial invertebrates,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Slug,terrestrial invertebrates,,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,spider,terrestrial invertebrates,,Stomach content analysis,444,1.4,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,spider,terrestrial invertebrates,,Stomach content analysis,172,,0.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,spider,terrestrial invertebrates,,Stomach content analysis,37,,1.8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,spider,terrestrial invertebrates,,Stomach content analysis,73,,0.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,444,12.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Earthworm,terrestrial invertebrates,,Stomach content analysis,444,5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,fruits,fruits,,Stomach content analysis,40,24.5,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,fruits,fruits,,Stomach content analysis,20,3.5,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,fruits,fruits,,Stomach content analysis,10,1.1,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,fungi,fungi,,Stomach content analysis,40,7.2,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,fungi,fungi,,Stomach content analysis,20,0.3,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,fungi,fungi,,Stomach content analysis,10,1,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,nuts/seeds,,,Stomach content analysis,20,24,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,nuts/seeds,,,Stomach content analysis,10,23.1,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,vegetation,,,Stomach content analysis,40,4.7,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,vegetation,,,Stomach content analysis,20,12.3,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,vegetation,,,Stomach content analysis,10,17.5,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Arthropods,terrestrial invertebrates,,Stomach content analysis,20,30,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Arthropods,terrestrial invertebrates,,Stomach content analysis,10,45.9,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera,terrestrial invertebrates,,Stomach content analysis,40,3.4,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera,terrestrial invertebrates,,Stomach content analysis,20,25.6,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera,terrestrial invertebrates,,Stomach content analysis,10,6.7,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,40,3.8,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,20,0.2,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,November,Fall,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,10,1.5,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1982,February,Winter,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
North American deermouse,Arthropods,terrestrial invertebrates,,Stomach content analysis,40,56,,,,,,,,,,,,,"Mountain Lake Biological Station, Virginia, USA",,1981,June-August,summer,"Wolff, J. O. et al. 1985. Food habits of sympatric Peromyscus leucopus and Peromyscus maniculatus. Journal of Mammalogy 66:795-798.",
Eastern chipmunk,Hickory nuts,deciduous shrubs/trees,,Scat analysis,,44,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,May,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Hickory nuts,deciduous shrubs/trees,,Scat analysis,,25,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,June,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Hickory nuts,deciduous shrubs/trees,,Scat analysis,,9,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,July,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Hickory nuts,deciduous shrubs/trees,,Scat analysis,,21,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,September,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Hickory nuts,deciduous shrubs/trees,,Scat analysis,,15,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,October,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,8,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,June,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,12,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,May,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,2,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,July,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,21,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,August,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,57,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,September,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,Acorns,deciduous shrubs/trees,oak species,Scat analysis,,85,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,October,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,beechnuts,deciduous shrubs/trees,,Scat analysis,,48,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,May,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,beechnuts,deciduous shrubs/trees,,Scat analysis,,4,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,August,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,beechnuts,deciduous shrubs/trees,,Scat analysis,,21,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,September,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,beechnuts,deciduous shrubs/trees,,Scat analysis,,8,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,October,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,24,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,May,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,12,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,June,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,9,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,July,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,36,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,August,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,43,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,September,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fruits,fruits,,Scat analysis,,31,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,October,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fungi,fungi,"Russula, Lactarius",Scat analysis,,44,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,May,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fungi,fungi,"Russula, Lactarius",Scat analysis,,87,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,June,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fungi,fungi,"Russula, Lactarius",Scat analysis,,67,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,July,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fungi,fungi,"Russula, Lactarius",Scat analysis,,68,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,August,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
Eastern chipmunk,fungi,fungi,"Russula, Lactarius",Scat analysis,,7,,,,,,,,,,,,,"Strouds Run State Park, Athens Co., Ohio",,1975,September,,"Wrazen, J. A. & Svendsen, G. E. 1978. Feeding ecology of a population of eastern chipmunks (Tamias striatus) in southeast Ohio. American Midland Naturalist 100:190-201.",
