taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4264275	Glaucomys sabrinus fuliginosus (Rhoads, 1897)	4264275	Glaucomys sabrinus fuliginosus (Rhoads, 1897)	109	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Glaucomys	2437330	Glaucomys sabrinus	2437331	
4833550	Hesperocyon Scott, 1890	4833550	Hesperocyon Scott, 1890	40	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Hesperocyon	4833550			
4971958	Leptacodon munusculum Simpson, 1935	4971958	Leptacodon munusculum Simpson, 1935	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Erinaceomorpha	829	Adapisoricidae	4826478	Leptacodon	7965983	Leptacodon munusculum	4971958	
5219378	Cystophora cristata (Erxleben, 1777)	5219378	Cystophora cristata (Erxleben, 1777)	235	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Phocidae	5310	Cystophora	2434785	Cystophora cristata	5219378	VU
5219404	Panthera leo (Linnaeus, 1758)	5219404	Panthera leo (Linnaeus, 1758)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Panthera	2435194	Panthera leo	5219404	VU
10752356	BOLD:ADP4683	10752356	BOLD:ADP4683	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534					
4825495	Thylacaelurus Russell, 1954	4825495	Thylacaelurus Russell, 1954	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plagiomenidae	4827359	Thylacaelurus	4825495			
4831625	Trogosus Leidy, 1871	4831625	Trogosus Leidy, 1871	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Tillotheriidae	4831608	Trogosus	4831625			
4970035	Brachyrhynchocyon dodgei (Scott, 1898)	9447111	Daphoenus dodgei (Scott, 1898)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Amphicyonidae	3240054	Brachyrhynchocyon	4833401	Daphoenus dodgei	9447111	
4973348	Geringia gloveri (Macdonald, 1970)	9555393	Eumys gloveri (Macdonald, 1970)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Geringia	4828354	Eumys gloveri	9555393	
4262304	Odocoileus virginianus borealis Miller, 1900	4262304	Odocoileus virginianus borealis Miller, 1900	103	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus virginianus	2440965	
4263198	Dipodomys ordii luteolus (Goldman, 1917)	4263198	Dipodomys ordii luteolus (Goldman, 1917)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Heteromyidae	5504	Dipodomys	2439509	Dipodomys ordii	2439541	
4973086	Adjidaumo craigi Storer, 1987	4973086	Adjidaumo craigi Storer, 1987	1	SPECIES	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337	Eomys	4829351	Adjidaumo craigi	4973086	
4974348	Ravenictis krausei Fox & Youzwyshyn, 1994	4974348	Ravenictis krausei Fox & Youzwyshyn, 1994	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732			Ravenictis	4831718	Ravenictis krausei	4974348	
5219721	Meriones unguiculatus (Milne-Edwards, 1867)	5219721	Meriones unguiculatus (Milne-Edwards, 1867)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Meriones	2437686	Meriones unguiculatus	5219721	LC
8525517	Marmota Frisch, 1775	8525517	Marmota Frisch, 1775	1	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Marmota	8525517			
2435239	Lynx Kerr, 1792	2435239	Lynx Kerr, 1792	11	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Lynx	2435239			
2440748	Megaptera Gray, 1846	2440748	Megaptera Gray, 1846	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Balaenopteridae	5313	Megaptera	2440748			
4829374	Paradjidaumo Burke, 1934	4829374	Paradjidaumo Burke, 1934	8	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337	Paradjidaumo	4829374			
4830866	Litocherus Gingerich, 1983	4830866	Litocherus Gingerich, 1983	1	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Afrosoricida	828			Litocherus	4830866			
4970356	Hemiauchenia macrocephala (Cope, 1893)	9579382	Holomeniscus macrocephalus (Cope, 1893)	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Camelidae	5716	Hemiauchenia	4835772	Holomeniscus macrocephalus	9579382	
4971668	Micropternodus strophensis (White, 1954)	8861907	Kentrogomphios strophensis (White, 1954)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Micropternodontidae	3239389	Micropternodus	4827031	Kentrogomphios strophensis	8861907	
8775956	Vespertilio subflavus F.Cuvier, 1832	8885590	Perimyotis subflavus subflavus	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Perimyotis	4831832	Perimyotis subflavus	7665644	
2433485	Phoca Linnaeus, 1758	2433485	Phoca Linnaeus, 1758	141	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Phocidae	5310	Phoca	2433485			
2439084	Hesperomys Waterhouse, 1839	2437948	Calomys Waterhouse, 1837	3	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Calomys	2437948			
6163588	Glaucomys sabrinus sabrinus	6163588	Glaucomys sabrinus sabrinus	100	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Glaucomys	2437330	Glaucomys sabrinus	2437331	
7261827	Antrozous pallidus pallidus	7261827	Antrozous pallidus pallidus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Antrozous	2432337	Antrozous pallidus	2432339	
7261831	Pipistrellus subflavus subflavus	8885590	Perimyotis subflavus subflavus	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Perimyotis	4831832	Perimyotis subflavus	7665644	
8859311	Zapus hudsonius ladas Bangs, 1899	2439467	Zapus hudsonius (Zimmermann, 1780)	113	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Dipodidae	9435	Zapus	2439466	Zapus hudsonius	2439467	
2441110	Ovis aries Linnaeus, 1758	2441110	Ovis aries Linnaeus, 1758	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovis	9531221	Ovis aries	2441110	
4835368	Entelodon Aymard, 1848	4835368	Entelodon Aymard, 1848	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Entelodontidae	3240378	Entelodon	4835368			
4974135	Hemipsalodon grandis Cope, 1885	4974135	Hemipsalodon grandis Cope, 1885	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Hyaenodontidae	3240747	Hemipsalodon	4834344	Hemipsalodon grandis	4974135	
9169202	Alces americana andersoni Peterson, 1950	7261377	Alces americanus americanus	10	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Alces	7816758	Alces americanus	4262283	
10116052	BOLD:AAA3324	10116052	BOLD:AAA3324	47	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Myodes	2438724	Myodes gapperi	5706760	
10419033	BOLD:AAD4806	10419033	BOLD:AAD4806	4	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Monodontidae	5445	Delphinapterus	2440356	Delphinapterus leucas	5220003	
4263533	Tamiasciurus douglasii mollipilosus (Audubon & Bachman, 1841)	4263533	Tamiasciurus douglasii mollipilosus (Audubon & Bachman, 1841)	270	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamiasciurus	2437279	Tamiasciurus douglasii	2437281	
4969757	Viverravus laytoni (Gingerich & Winkler, 1985)	9163910	Protictis laytoni (Gingerich & Winkler, 1985)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Viverravidae	3240024	Viverravus	4833696	Protictis laytoni	9163910	
4974295	Oxyclaenus corax Johnston & Fox, 1984	4974295	Oxyclaenus corax Johnston & Fox, 1984	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Oxyclaenidae	4826580	Oxyclaenus	4826584	Oxyclaenus corax	4974295	
4974916	Promioclaenus acolytus (Cope, 1882)	9542954	Hyopsodus acolytus (Cope, 1882)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Mioclaenidae	3239504	Promioclaenus	4829797	Hyopsodus acolytus	9542954	
4975054	Didelphidectes pumilis (Hough, 1961)	4975054	Didelphidectes pumilis (Hough, 1961)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Peradectidae	4826838	Didelphidectes	4826839	Didelphidectes pumilis	4975054	
6164671	Lynx rufus pallescens Merriam, 1899	6164671	Lynx rufus pallescens Merriam, 1899	29	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Lynx	2435239	Lynx rufus	2435246	
8574840	Equus calobatus Troxel, 1915	8574840	Equus calobatus Troxel, 1915	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Equus	8652950	Equus calobatus	8574840	
10079223	BOLD:AAA3964	10079223	BOLD:AAA3964	19	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Mus	9800657	Mus musculus	7429082	
6163380	Sorex palustris turneri Johnson, 1951	6163380	Sorex palustris turneri Johnson, 1951	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex palustris	2436006	
5303	Tayassuidae	5303	Tayassuidae	5	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Tayassuidae	5303					
2440691	Kogia sima (Owen, 1866)	2440691	Kogia sima (Owen, 1866)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Kogiidae	5317	Kogia	2440690	Kogia sima	2440691	LC
3239449	Brontotheriidae	3239449	Brontotheriidae	263	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Brontotheriidae	3239449					
4827851	Heliscomys Cope, 1873	4827851	Heliscomys Cope, 1873	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Geomyidae	9437	Heliscomys	4827851			
4829819	Mimatuta van Valen, 1978	4829819	Mimatuta van Valen, 1978	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Periptychidae	3239514	Mimatuta	4829819			
4835287	Ticholeptus Cope, 1878	4835287	Ticholeptus Cope, 1878	13	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Merycoidodontidae	3240455	Ticholeptus	4835287			
4973234	Eumys brachyodus Wood, 1937	4973234	Eumys brachyodus Wood, 1937	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Eumys	4828299	Eumys brachyodus	4973234	
6164214	Canis lupus labradorius Goldman, 1937	6164214	Canis lupus labradorius Goldman, 1937	16	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Canis	5219142	Canis lupus	5219173	
8592914	Aphelops Owen, 1845	8592914	Aphelops Owen, 1845	16	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Rhinocerotidae	9415	Aphelops	8592914			
10591948	BOLD:AAK1497	10591948	BOLD:AAK1497	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Synaptomys	2438952	Synaptomys borealis	2438953	
2432399	Myotis thysanodes Miller, 1897	2432399	Myotis thysanodes Miller, 1897	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis thysanodes	2432399	LC
2433407	Ursus americanus Pallas, 1780	2433407	Ursus americanus Pallas, 1780	4121	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	LC
3239510	Hyopsodontidae	3239510	Hyopsodontidae	2	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Hyopsodontidae	3239510					
4826838	Peradectidae	4826838	Peradectidae	4	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Peradectidae	4826838					
5218866	Martes americana actuosa (Osgood, 1900)	5218866	Martes americana actuosa (Osgood, 1900)	845	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Martes	2433765	Martes americana	5218864	
6163839	Ursus americanus perniger J.A.Allen, 1910	6163839	Ursus americanus perniger J.A.Allen, 1910	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	
6164183	Canis lupus tundrarum Miller, 1912	6164183	Canis lupus tundrarum Miller, 1912	20	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Canis	5219142	Canis lupus	5219173	
9014802	Castor canadensis michiganensis Bailey, 1913	2439838	Castor canadensis Kuhl, 1820	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Castoridae	5493	Castor	3240758	Castor canadensis	2439838	
9182932	Bison bison athabascae Rhoads, 1898	2441176	Bison bison (Linnaeus, 1758)	261	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Bison	2441175	Bison bison	2441176	
9985576	BOLD:AAH8512	9985576	BOLD:AAH8512	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Phenacomys	2438112	Phenacomys ungava	2438113	
4263180	Dipodomys ordii terrosus Hoffmeister, 1942	4263180	Dipodomys ordii terrosus Hoffmeister, 1942	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Heteromyidae	5504	Dipodomys	2439509	Dipodomys ordii	2439541	
4829200	Reithroparamys Matthew, 1920	4829200	Reithroparamys Matthew, 1920	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Reithroparamyidae	4829198	Reithroparamys	4829200			
4831652	Propalaeosinopa Simpson, 1927	4831652	Propalaeosinopa Simpson, 1927	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Pantolestidae	3239947	Propalaeosinopa	4831652			
8536345	Ectypodus laytoni (Jepsen, 1940)	8536345	Ectypodus laytoni (Jepsen, 1940)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Ectypodus	4831425	Ectypodus laytoni	8536345	
8618378	Phoxomylus puncticuspis Fox, 2011	8618378	Phoxomylus puncticuspis Fox, 2011	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Palaechthonidae	4827440	Phoxomylus	8579748	Phoxomylus puncticuspis	8618378	
4968696	Catopsalis foliatus (Cope, 1882)	4968696	Catopsalis foliatus (Cope, 1882)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Taeniolabididae	4831375	Catopsalis	4831388	Catopsalis foliatus	4968696	
8620327	Neoplagiaulax donaldorum Scott & Krause, 2006	8620327	Neoplagiaulax donaldorum Scott & Krause, 2006	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Neoplagiaulax	4831437	Neoplagiaulax donaldorum	8620327	
2432314	Nycticeius humeralis (Rafinesque, 1818)	2432314	Nycticeius humeralis (Rafinesque, 1818)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Nycticeius	2432308	Nycticeius humeralis	2432314	LC
3239372	Prodiacodon Matthew, 1929	3239372	Prodiacodon Matthew, 1929	5	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Pilosa	1494	Leptictidae	3239371	Prodiacodon	3239372			
4972140	Centetodon aztecus Lillegraven et al., 1981	4972140	Centetodon aztecus Lillegraven et al., 1981	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Geolabididae	3239394	Centetodon	4827038	Centetodon aztecus	4972140	
4972284	Hesperolagomys fluviatilis Storer, 1970	4972284	Hesperolagomys fluviatilis Storer, 1970	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Ochotonidae	5467	Hesperolagomys	4825698	Hesperolagomys fluviatilis	4972284	
4973801	Ischyromys veterior (Matthew, 1903)	4973801	Ischyromys veterior (Matthew, 1903)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Ischyromyidae	3240708	Ischyromys	4828135	Ischyromys veterior	4973801	
4974857	Plagiomene Matthew, 1918	4974857	Plagiomene Matthew, 1918	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Dermoptera	737			Plagiomene	4974857			
2434532	Alopex lagopus (Linnaeus, 1758)	5219303	Vulpes lagopus (Linnaeus, 1758)	181	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Vulpes	5219234	Vulpes lagopus	5219303	LC
2436250	Condylura cristata nigra Smith, 1940	2436250	Condylura cristata nigra Smith, 1940	40	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Talpidae	9469	Condylura	2436247	Condylura cristata	2436248	
4352138	Balaenopteris Tomilin, 1957	2440708	Balaenoptera Lacépède, 1804	1	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Balaenopteridae	5313	Balaenoptera	2440708			
4828004	Protosciurus Black, 1963	4828004	Protosciurus Black, 1963	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Protosciurus	4828004			
10659565	BOLD:AAB8656	10659565	BOLD:AAB8656	8	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Dipodidae	9435	Zapus	2439466	Zapus hudsonius	2439467	
4834063	Mimotonidae	4834063	Mimotonidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Mimotonidae	4834063					
4969228	Equus pacificus Leidy, 1868	4969228	Equus pacificus Leidy, 1868	69	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Equus	8652950	Equus pacificus	4969228	
6163935	Enhydra lutris kenyoni Wilson, 1991	6163935	Enhydra lutris kenyoni Wilson, 1991	27	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Enhydra	2433669	Enhydra lutris	2433670	
9106655	Callospermophilus lateralis tescorum (Hollister, 1911)	9106655	Callospermophilus lateralis tescorum (Hollister, 1911)	99	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
2436794	Lepus americanus Erxleben, 1777	2436794	Lepus americanus Erxleben, 1777	3434	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Lepus	2436691	Lepus americanus	2436794	LC
2437302	Spermophilus tridecemlineatus (Mitchill, 1821)	7994322	Ictidomys tridecemlineatus (Mitchill, 1821)	256	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Ictidomys	4827929	Ictidomys tridecemlineatus	7994322	LC
7261622	Thomomys talpoides talpoides	7261622	Thomomys talpoides talpoides	136	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Geomyidae	9437	Thomomys	2439381	Thomomys talpoides	2439383	
9518983	Arvicola borealis (Richardson, 1828)	2438953	Synaptomys borealis (Richardson, 1828)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Synaptomys	2438952	Synaptomys borealis	2438953	
10092079	BOLD:AAD5197	10092079	BOLD:AAD5197	8	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Synaptomys	2438952	Synaptomys cooperi	2438954	
4968613	Meniscoessus ferox Fox, 1971	4968613	Meniscoessus ferox Fox, 1971	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Taeniolabididae	4831375	Meniscoessus	4831376	Meniscoessus ferox	4968613	
9502406	Ptilodus primaevus Lambe, 1902	4968669	Mesodma primaevus Lambe, 1902	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Mesodma	4831429	Mesodma primaevus	4968669	
9844730	BOLD:ACE8406	9844730	BOLD:ACE8406	16	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervus	2440948			
2440709	Balaenoptera borealis Lesson, 1828	2440709	Balaenoptera borealis Lesson, 1828	1417	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Balaenopteridae	5313	Balaenoptera	2440708	Balaenoptera borealis	2440709	EN
4831119	Litolestes Jepsen, 1930	4831119	Litolestes Jepsen, 1930	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Erinaceomorpha	829	Erinaceidae	5722	Litolestes	4831119			
4973572	Guildayomys matthewsi Storer, 2004	4973572	Guildayomys matthewsi Storer, 2004	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Guildayomys	4828237	Guildayomys matthewsi	4973572	
8994410	Oreamnos americanus columbiae Hollister, 1912	2441151	Oreamnos americanus (Blainville, 1816)	49	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Oreamnos	2441150	Oreamnos americanus	2441151	
732	Carnivora	732	Carnivora	86	ORDER	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732							
2440965	Odocoileus virginianus (Zimmermann, 1780)	2440965	Odocoileus virginianus (Zimmermann, 1780)	6848	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus virginianus	2440965	LC
3239398	Cryptoryctes Reed, 1954	3239398	Cryptoryctes Reed, 1954	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Proscalopidae	3239397	Cryptoryctes	3239398			
4941460	Nothrotheriops shastensis (Sinclair, 1905)	8589600	Nothrotherium shastense (Sinclair, 1905)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Pilosa	1494	Nothrotheriidae	4834462	Nothrotherium	3239354	Nothrotherium shastense	8589600	
4969702	Alostera saskatchewanensis Fox, 1989	4969702	Alostera saskatchewanensis Fox, 1989	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Zhelestidae	3240767	Alostera	4825788	Alostera saskatchewanensis	4969702	
5936054	Hyracodon priscidens Lambe, 1905	5936054	Hyracodon priscidens Lambe, 1905	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Hyracodontidae	3239477	Hyracodon	8257794	Hyracodon priscidens	5936054	
7261864	Myotis californicus californicus	7261864	Myotis californicus californicus	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis californicus	2432425	
7522906	Urocitellus undulatus (Pallas, 1778)	7522906	Urocitellus undulatus (Pallas, 1778)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Urocitellus	4827933	Urocitellus undulatus	7522906	LC
2435975	Sorex tundrensis Merriam, 1900	2435975	Sorex tundrensis Merriam, 1900	194	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex tundrensis	2435975	LC
4264272	Glaucomys sabrinus bangsi (Rhoads, 1897)	4264272	Glaucomys sabrinus bangsi (Rhoads, 1897)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Glaucomys	2437330	Glaucomys sabrinus	2437331	
4833689	Protictis Matthew, 1937	4833689	Protictis Matthew, 1937	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Viverravidae	3240024	Protictis	4833689			
4969720	Vulpavus australis Matthew & Granger, 1915	4969720	Vulpavus australis Matthew & Granger, 1915	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Miacidae	3240036	Vulpavus	4833267	Vulpavus australis	4969720	
4973037	Namatomys lloydi Black, 1965	4973037	Namatomys lloydi Black, 1965	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337	Namatomys	4829355	Namatomys lloydi	4973037	
4974078	Ectocion collinus Russell, 1929	4974078	Ectocion collinus Russell, 1929	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Phenacodontidae	3239507	Ectocion	4829885	Ectocion collinus	4974078	
4974966	Anisonchus oligistus (Gazin, 1941)	4974966	Anisonchus oligistus (Gazin, 1941)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Periptychidae	3239514	Anisonchus	8128656	Anisonchus oligistus	4974966	
6163371	Sorex monticolus prevostensis Osgood, 1901	6163371	Sorex monticolus prevostensis Osgood, 1901	50	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex monticolus	2436019	
