taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
3239563	Tardigradus Boddaert, 1785	2436625	Loris É.Geoffroy Saint-Hilaire, 1796	1	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Lorisidae	3239561	Loris	2436625			
3240061	Smilodon Lund, 1842	3240061	Smilodon Lund, 1842	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Smilodon	3240061			
4830926	Trimylus Roger, 1886	4830926	Trimylus Roger, 1886	1	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Trimylus	4830926			
4968681	Parectypodus sinclairi (Simpson, 1935)	8743157	Ptilodus sinclairi (Simpson, 1935)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Parectypodus	4831433	Ptilodus sinclairi	8743157	
4971449	Ibarus ignotus Storer, 1984	4971449	Ibarus ignotus Storer, 1984	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Leptochoeridae	3240351	Ibarus	4971448	Ibarus ignotus	4971449	
4972273	Archaeolagus primigenius (Matthew, 1907)	9250037	Lepus primigenius (Matthew, 1907)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Archaeolagus	4825725	Lepus primigenius	9250037	
8582293	Cervalces roosevelti Hay, 1913	9595783	Cervus latifrons (Johnson, 1874)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervalces	4835588	Cervus latifrons	9595783	
8972973	Phenacomys intermedius levis A.B.Howell, 1923	2438114	Phenacomys intermedius Merriam, 1889	73	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Phenacomys	2438112	Phenacomys intermedius	2438114	
2438225	Lemmiscus curtatus (Cope, 1868)	2438225	Lemmiscus curtatus (Cope, 1868)	8422	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Lemmiscus	2438224	Lemmiscus curtatus	2438225	LC
2436067	Sorex dispar Batchelder, 1911	2436067	Sorex dispar Batchelder, 1911	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex dispar	2436067	LC
2441180	Bison americanus (Linnaeus, 1766)	2441176	Bison bison (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Bison	2441175	Bison bison	2441176	
3239538	Plesiadapidae	3239538	Plesiadapidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plesiadapidae	3239538					
3240336	Bootherium Leidy, 1852	3240336	Bootherium Leidy, 1852	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Bootherium	3240336			
4830627	Trigonias Lucas, 1900	4830627	Trigonias Lucas, 1900	15	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Rhinocerotidae	9415	Trigonias	4830627			
4831397	Cimexomys minor Sloan & Van Valen, 1965	4831397	Cimexomys minor Sloan & Van Valen, 1965	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Taeniolabidae	3239683	Cimexomys	4831396	Cimexomys minor	4831397	
4969545	Diceratherium armatum Marsh, 1875	4969545	Diceratherium armatum Marsh, 1875	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Rhinocerotidae	9415	Diceratherium	4830644	Diceratherium armatum	4969545	
8586697	Bison occidentalis (Lucas, 1898)	4970768	Bison antiquus Leidy, 1852	46	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Bison	2441175	Bison antiquus	4970768	
2436090	Sorex coronatus Millet, 1828	2436090	Sorex coronatus Millet, 1828	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex coronatus	2436090	LC
4264492	Thomomys talpoides cognatus Johnstone, 1955	4264492	Thomomys talpoides cognatus Johnstone, 1955	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Geomyidae	9437	Thomomys	2439381	Thomomys talpoides	2439383	
4264886	Mus musculus domesticus Schwarz & Schwarz, 1943	4264886	Mus musculus domesticus Schwarz & Schwarz, 1943	77	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Mus	9800657	Mus musculus	7429082	
4827019	Apternodus Matthew, 1903	4827019	Apternodus Matthew, 1903	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Apternodontidae	4827018	Apternodus	4827019			
4831443	Triconodontidae	4831443	Triconodontidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Triconodontidae	4831443					
4968675	Parectypodus armstrongi Johnston & Fox, 1984	4968675	Parectypodus armstrongi Johnston & Fox, 1984	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Parectypodus	4831433	Parectypodus armstrongi	4968675	
4970504	Trigenicus profectus (Matthew, 1903)	9623201	Leptotragulus profectus (Matthew, 1903)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Protoceratidae	3240275	Trigenicus	4835659	Leptotragulus profectus	9623201	
6164277	Vulpes vulpes rubricosa Bangs, 1898	6164277	Vulpes vulpes rubricosa Bangs, 1898	247	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Vulpes	5219234	Vulpes vulpes	5219243	
7194150	Oryctolagus cuniculus cuniculus	7194150	Oryctolagus cuniculus cuniculus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Oryctolagus	2436939	Oryctolagus cuniculus	2436940	
8973790	Lepus americanus phaeonotus J.A.Allen, 1899	8973790	Lepus americanus phaeonotus J.A.Allen, 1899	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Lepus	2436691	Lepus americanus	2436794	
2432352	Eptesicus fuscus (Palisot de Beauvois, 1796)	2432352	Eptesicus fuscus (Palisot de Beauvois, 1796)	860	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Eptesicus	2432345	Eptesicus fuscus	2432352	LC
2438112	Phenacomys Merriam, 1889	2438112	Phenacomys Merriam, 1889	66	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Phenacomys	2438112			
4831685	Paleotomus Van Valen, 1967	4831685	Paleotomus Van Valen, 1967	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cimolestidae	4831679	Paleotomus	4831685			
4833264	Miacis Cope, 1872	4833264	Miacis Cope, 1872	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Miacidae	3240036	Miacis	4833264			
4968765	Viridomys orbatus Fox, 1971	4968765	Viridomys orbatus Fox, 1971	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Taeniolabidae	3239683	Viridomys	4831403	Viridomys orbatus	4968765	
4974228	Didelphodus serus Storer, 1984	4974228	Didelphodus serus Storer, 1984	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cimolestidae	4831679	Didelphodus	4831681	Didelphodus serus	4974228	
5219836	Lemmus trimucronatus (Richardson, 1825)	5219836	Lemmus trimucronatus (Richardson, 1825)	3064	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Lemmus	5219834	Lemmus trimucronatus	5219836	LC
7936619	Evotomys proteus Bangs, 1897	5706760	Myodes gapperi (Vigors, 1830)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Myodes	2438724	Myodes gapperi	5706760	
8123917	Physeter macrocephalus Linnaeus, 1758	8123917	Physeter macrocephalus Linnaeus, 1758	484	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Physeteridae	5446	Physeter	2440349	Physeter macrocephalus	8123917	VU
8515442	Presbytherium rhodorugatus Scott, 2010	8515442	Presbytherium rhodorugatus Scott, 2010	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cyriacotheriidae	4831627	Presbytherium	8644766	Presbytherium rhodorugatus	8515442	
8639190	Eudaemonema bohachae Scott, Spivak & Sweet, 2013	8639190	Eudaemonema bohachae Scott, Spivak & Sweet, 2013	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plagiomenidae	4827359	Eudaemonema	4827363	Eudaemonema bohachae	8639190	
10161289	BOLD:AAE2387	10161289	BOLD:AAE2387	5	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
2437866	Reithrodontomys montanus (Baird, 1855)	2437866	Reithrodontomys montanus (Baird, 1855)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Reithrodontomys	2437854	Reithrodontomys montanus	2437866	LC
4827359	Plagiomenidae	4827359	Plagiomenidae	6	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plagiomenidae	4827359					
4970545	Leptomeryx yoderi Schlaikjer, 1935	4970545	Leptomeryx yoderi Schlaikjer, 1935	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Leptomerycidae	4834682	Leptomeryx	4834683	Leptomeryx yoderi	4970545	
4973711	Castoroides ohioensis Foster, 1838	4973711	Castoroides ohioensis Foster, 1838	233	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Castoridae	5493	Castoroides	4574461	Castoroides ohioensis	4973711	
5706681	Sciurus niger rufiventer É.Geoffroy Saint-Hilaire, 1803	5706681	Sciurus niger rufiventer É.Geoffroy Saint-Hilaire, 1803	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Sciurus	2437489	Sciurus niger	5219683	
8026166	Xenocyon lycaonoides Kretzoï, 1938	8026166	Xenocyon lycaonoides Kretzoï, 1938	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Xenocyon	4832745	Xenocyon lycaonoides	8026166	
9947593	BOLD:AAB1683	9947593	BOLD:AAB1683	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovis	9531221	Ovis aries	2441110	
10244965	BOLD:AAB2535	10244965	BOLD:AAB2535	27	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Dicrostonyx	2438382	Dicrostonyx hudsonius	2438389	
10582768	BOLD:AAC6751	10582768	BOLD:AAC6751	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Vulpes	5219234	Vulpes vulpes	5219243	
2433765	Martes Pinel, 1792	2433765	Martes Pinel, 1792	49	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Martes	2433765			
2440339	Eubalaena glacialis (Müller, 1776)	2440339	Eubalaena glacialis (Müller, 1776)	2521	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Balaenidae	9682	Eubalaena	2440331	Eubalaena glacialis	2440339	CR
4266342	Myotis melanorhinus (Merriam, 1890)	4266342	Myotis melanorhinus (Merriam, 1890)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis melanorhinus	4266342	LC
4830421	Brontops Marsh, 1887	4830421	Brontops Marsh, 1887	9	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Brontotheriidae	3239449	Brontops	4830421			
4831510	Pediomys Marsh, 1889	4831510	Pediomys Marsh, 1889	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Pediomyidae	4831507	Pediomys	4831510			
4968629	Ptilodus wyomingensis Jepsen, 1940	4968629	Ptilodus wyomingensis Jepsen, 1940	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Ptilodus	4831436	Ptilodus wyomingensis	4968629	
359	Mammalia	359	Mammalia	2723	CLASS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359									
2437430	Tamias amoenus J.A.Allen, 1890	2437430	Tamias amoenus J.A.Allen, 1890	773	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamias	2437422	Tamias amoenus	2437430	LC
2438018	Peromyscus oreas Bangs, 1898	2437973	Peromyscus keeni (Rhoads, 1894)	18	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Peromyscus	2437961	Peromyscus keeni	2437973	LC
4829337	Eomyidae	4829337	Eomyidae	4	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337					
4833351	Dinictis Leidy, 1854	4833351	Dinictis Leidy, 1854	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Nimravidae	3240011	Dinictis	4833351			
4968575	Alticonodon lindoei Fox, 1969	4968575	Alticonodon lindoei Fox, 1969	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Triconodontidae	4831443	Alticonodon	4831448	Alticonodon lindoei	4968575	
4974862	Thylacaelurus campester Storer, 1984	4974862	Thylacaelurus campester Storer, 1984	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Plagiomenidae	4827359	Thylacaelurus	4825495	Thylacaelurus campester	4974862	
5218959	Mustela frenata oribasus (Bangs, 1899)	5218959	Mustela frenata oribasus (Bangs, 1899)	36	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela frenata	5218919	
5219033	Mustela erminea kaneii (Baird, 1857)	5219033	Mustela erminea kaneii (Baird, 1857)	12	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela erminea	5219019	
10267506	BOLD:AAA7422	10267506	BOLD:AAA7422	28	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis septentrionalis	2432436	
799	Proboscidea	799	Proboscidea	30	ORDER	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Proboscidea	799							
8852366	Microtus nanus canescens Bailey, 1898	2438609	Microtus montanus (Peale, 1848)	7	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus montanus	2438609	
10466779	Lepus americanus columbiensis Rhoads, 1895	10466779	Lepus americanus columbiensis Rhoads, 1895	61	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Lepus	2436691	Lepus americanus	2436794	
2436247	Condylura Illiger, 1811	2436247	Condylura Illiger, 1811	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Talpidae	9469	Condylura	2436247			
7816758	Alces Gray, 1821	7816758	Alces Gray, 1821	138	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Alces	7816758			
8885744	Lepus arcticus labradorius Miller, 1899	8885744	Lepus arcticus labradorius Miller, 1899	107	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Lepus	2436691	Lepus arcticus	2436696	
10010745	BOLD:ABY8843	10010745	BOLD:ABY8843	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Urocitellus	4827933	Urocitellus richardsonii	7905336	
2437368	Marmota monax (Linnaeus, 1758)	2437368	Marmota monax (Linnaeus, 1758)	2186	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Marmota	2437364	Marmota monax	2437368	LC
2440388	Berardius bairdii Stejneger, 1883	2440388	Berardius bairdii Stejneger, 1883	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Hyperoodontidae	5316	Berardius	2440386	Berardius bairdii	2440388	LC
6163365	Sorex monticolus longicaudus Merriam, 1895	6163365	Sorex monticolus longicaudus Merriam, 1895	296	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex monticolus	2436019	
7261729	Eidolon helvum helvum	7261729	Eidolon helvum helvum	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Pteropodidae	9367	Eidolon	2432849	Eidolon helvum	2432851	
8783212	Martes americana origenes (Rhoads, 1902)	8783212	Martes americana origenes (Rhoads, 1902)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Martes	2433765	Martes americana	5218864	
5716	Camelidae	5716	Camelidae	68	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Camelidae	5716					
2435862	Blarina brevicauda (Say, 1823)	2435862	Blarina brevicauda (Say, 1823)	3567	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Blarina	2435858	Blarina brevicauda	2435862	LC
3239941	Epoicotherium Simpson, 1927	3239941	Epoicotherium Simpson, 1927	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Epoicotheriidae	3239938	Epoicotherium	3239941			
4826568	Baioconodon Gazin, 1941	4826568	Baioconodon Gazin, 1941	6	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Arctocyonidae	3239418	Baioconodon	4826568			
4830490	Hipparion Christol, 1832	4830490	Hipparion Christol, 1832	13	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Hipparion	4830490			
4972296	Desmatolagus vusillus (Storer, 1984)	9399018	Procaprolagus vusillus (Storer, 1984)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Ochotonidae	5467	Desmatolagus	4825697	Procaprolagus vusillus	9399018	
4973701	Janimus dawsonae Storer, 1988	4973701	Janimus dawsonae Storer, 1988	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eutypomyidae	4829441	Janimus	4829443	Janimus dawsonae	4973701	
4974281	Litomylus grandaletes Scott et al., 2002	4974281	Litomylus grandaletes Scott et al., 2002	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Hyopsodontidae	3239510	Litomylus	4829857	Litomylus grandaletes	4974281	
6164203	Canis lupus arctos Pocock, 1935	6164203	Canis lupus arctos Pocock, 1935	33	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Canis	5219142	Canis lupus	5219173	
6164272	Vulpes vulpes bangsi Merriam, 1900	6164272	Vulpes vulpes bangsi Merriam, 1900	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Vulpes	5219234	Vulpes vulpes	5219243	
8449640	Hyaenodon cruentus Leidy, 1853	8449640	Hyaenodon cruentus Leidy, 1853	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Hyaenodontidae	3240747	Hyaenodon	3240750	Hyaenodon cruentus	8449640	
8574818	Valenopsalis joyneri (Sloan & Van Valen, 1965)	4968700	Catopsalis joyneri (Sloan & Van Valen, 1965)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Taeniolabididae	4831375	Valenopsalis	8496114	Catopsalis joyneri	4968700	
9398890	Sciurus hudsonicus (Erxleben, 1777)	2437282	Tamiasciurus hudsonicus (Erxleben, 1777)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamiasciurus	2437279	Tamiasciurus hudsonicus	2437282	
2438661	Microtus oregoni (Bachman, 1839)	2438661	Microtus oregoni (Bachman, 1839)	407	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus oregoni	2438661	LC
2440401	Mesoplodon carlhubbsi Moore, 1963	2440401	Mesoplodon carlhubbsi Moore, 1963	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Hyperoodontidae	5316	Mesoplodon	2440393	Mesoplodon carlhubbsi	2440401	DD
3240374	Dichobunidae	3240374	Dichobunidae	6	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Dichobunidae	3240374					
3240723	Cricetidae	3240723	Cricetidae	1119	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723					
4826562	Mimotricentes Simpson, 1937	4826562	Mimotricentes Simpson, 1937	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Arctocyonidae	3239418	Mimotricentes	4826562			
4835245	Leptochoerus Leidy, 1856	4835245	Leptochoerus Leidy, 1856	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Leptochoeridae	3240351	Leptochoerus	4835245			
4968732	Stygimys jepseni (Simpson, 1935)	8978414	Parectypodus jepseni (Simpson, 1935)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359			Eucosmodontidae	4831290	Stygimys	4831293	Parectypodus jepseni	8978414	
4972133	Centetodon divaricatus Korth, 1992	4972133	Centetodon divaricatus Korth, 1992	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Geolabididae	3239394	Centetodon	4827038	Centetodon divaricatus	4972133	
7261862	Myotis evotis evotis	7261862	Myotis evotis evotis	26	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis evotis	2432413	
2438627	Arvicola richardsoni DeKay, 1842	2438626	Microtus richardsoni (DeKay, 1842)	8	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus richardsoni	2438626	
2440974	Odocoileus hemionus (Rafinesque, 1817)	2440974	Odocoileus hemionus (Rafinesque, 1817)	1707	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	LC
4974427	Prothryptacodon furens Simpson, 1935	4974427	Prothryptacodon furens Simpson, 1935	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Arctocyonidae	3239418	Prothryptacodon	4826559	Prothryptacodon furens	4974427	
5218911	Mustela putorius Linnaeus, 1758	5218911	Mustela putorius Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela putorius	5218911	LC
8638616	Boreodon matutinus Lambe, 1902	8638616	Boreodon matutinus Lambe, 1902	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Stagodontidae	4831511	Boreodon	4831512	Boreodon matutinus	8638616	
2441107	Ovibos Blainville, 1816	2441107	Ovibos Blainville, 1816	67	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovibos	2441107			
3240230	Mesonychidae	3240230	Mesonychidae	2	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Mesonychidae	3240230					
3240497	Mammut Blumenbach, 1799	3240497	Mammut Blumenbach, 1799	20	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Proboscidea	799	Mammutidae	3240496	Mammut	3240497			
4264280	Glaucomys sabrinus macrotis (Mearns, 1898)	4264280	Glaucomys sabrinus macrotis (Mearns, 1898)	80	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Glaucomys	2437330	Glaucomys sabrinus	2437331	
4974533	Elphidotarsius russelli Krause, 1978	4974533	Elphidotarsius russelli Krause, 1978	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Carpolestidae	4827461	Elphidotarsius	4827462	Elphidotarsius russelli	4974533	
8759692	Oreamnos americanus columbianus (Desmoulins, 1823)	2441151	Oreamnos americanus (Blainville, 1816)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Oreamnos	2441150	Oreamnos americanus	2441151	
9316032	Arvicola xanthognatha Leach, 1814	2438664	Microtus xanthognathus (Leach, 1815)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus xanthognathus	2438664	
5493	Castoridae	5493	Castoridae	41	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Castoridae	5493					
4970806	Arretotherium fricki Macdonald & Schultz, 1956	4970806	Arretotherium fricki Macdonald & Schultz, 1956	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Anthracotheriidae	3240403	Arretotherium	4835417	Arretotherium fricki	4970806	
4972377	Neotamias amoenus (J.A.Allen, 1890)	2437430	Tamias amoenus J.A.Allen, 1890	407	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamias	2437422	Tamias amoenus	2437430	LC
4974415	Chriacus calenancus Van Valen, 1978	4974415	Chriacus calenancus Van Valen, 1978	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Oxyclaenidae	4826580	Chriacus	4826585	Chriacus calenancus	4974415	
7785686	Tragelaphus Blainville, 1816	7785686	Tragelaphus Blainville, 1816	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Tragelaphus	7785686			
