code,gbifname,gbifid,equal
Rhinolophus_smithersi,Rhinolophus smithersi,7720894,true
Bison_bonasus,Bison bonasus,2441184,true
Connochaetes_gnou,Connochaetes gnou,2441106,true
Rhinolophus_trifoliatus,Rhinolophus trifoliatus,2432650,true
Calyptophractus_retusus,Calyptophractus retusus,2440821,true
Miniopterus_fuliginosus,Miniopterus schreibersii,9796816,false
Ailurops_melanotis,Ailurops melanotis,5219995,true
Sorex_veraepacis,Sorex veraepacis,2435942,true
Propithecus_coquereli,Propithecus coquereli,5707433,true
Thylamys_citellus,Thylamys citellus,10773972,true
Rousettus_obliviosus,Rousettus obliviosus,2432954,true
Raphicerus_campestris,Raphicerus campestris,2441141,true
Galagoides_cocos,Paragalago cocos,9423182,false
Crocidura_grandis,Crocidura grandis,2435642,true
Glossophaga_commissarisi,Glossophaga commissarisi,2433193,true
Tarsius_wallacei,Tarsius wallacei,8323887,true
Gerbillus_dunni,Gerbillus dunni,2437824,true
Rhogeessa_genowaysi,Rhogeessa genowaysi,2432272,true
Thomasomys_bombycinus,Thomasomys bombycinus,2439161,true
Cercopithecus_sclateri,Cercopithecus sclateri,5219581,true
Dorcopsis_atrata,Dorcopsis atrata,2440144,true
Thomomys_sheldoni,Thomomys sheldoni,9080931,true
Ovis_dalli,Ovis dalli,2441118,true
Geogale_aurita,Geogale aurita,2432151,true
Callicebus_lugens,Cheracebus lugens,9335792,false
Acomys_minous,Acomys minous,2438264,true
Callicebus_donacophilus,Plecturocebus donacophilus,9605093,false
Canis_aureus,Canis aureus,5219219,true
Miniopterus_mahafaliensis,Miniopterus mahafaliensis,7645489,true
Neusticomys_oyapocki,Neusticomys oyapocki,2437743,true
Taeromys_taerae,Taeromys taerae,2438554,true
Herpestes_brachyurus,Herpestes brachyurus,2434300,true
Tokudaia_muenninki,Tokudaia muenninki,2438054,true
Crocidura_mindorus,Crocidura mindorus,2435568,true
Macropus_bernardus,Macropus bernardus,5219964,true
Mus_minutoides,Mus minutoides,2438796,true
Nycteris_nana,Nycteris nana,5218618,true
Balantiopteryx_io,Balantiopteryx io,2433133,true
Microcebus_sambiranensis,Microcebus sambiranensis,4266978,true
Habromys_schmidlyi,Habromys schmidlyi,5786963,true
Rheomys_underwoodi,Rheomys underwoodi,2439347,true
Dasycercus_cristicauda,Dasycercus cristicauda,2435422,true
Sus_barbatus,Sus barbatus,2441222,true
Coccymys_albidens,Brassomys albidens,8286847,false
Cabassous_unicinctus,Cabassous unicinctus,2440807,true
Arctocephalus_forsteri,Arctocephalus forsteri,2433474,true
Myodes_smithii,Myodes smithii,5706770,true
Crocidura_neglecta,Crocidura monticola,2435731,false
Hylopetes_phayrei,Hylopetes phayrei,2437528,true
Lophuromys_huttereri,Lophuromys huttereri,4264932,true
Chiromyscus_thomasi,Chiromyscus thomasi,9045383,true
Galago_gallarum,Galago gallarum,2436521,true
Crocidura_negrina,Crocidura negrina,2435565,true
Crocidura_pachyura,Crocidura pachyura,5787823,true
Episoriculus_leucops,Episoriculus leucops,2435888,true
Sicista_napaea,Sicista napaea,2439447,true
Dendrolagus_lumholtzi,Dendrolagus lumholtzi,2440208,true
Spalax_arenarius,Spalax arenarius,2438884,true
Crocidura_lusitania,Crocidura lusitania,2435552,true
Rattus_simalurensis,Rattus simalurensis,2439241,true
Neoromicia_rendalli,Neoromicia rendalli,7261796,true
Anthops_ornatus,Anthops ornatus,2432610,true
Sorex_merriami,Sorex merriami,2435989,true
Akodon_philipmyersi,Akodon philipmyersi,4828888,true
Akodon_molinae,Akodon molinae,2437879,true
Cryptotis_meridensis,Cryptotis meridensis,5219507,true
Murina_hilgendorfi,Murina hilgendorfi,4266033,true
Bdeogale_jacksoni,Bdeogale jacksoni,2434124,true
Petrogale_rothschildi,Petrogale rothschildi,2440118,true
Gazella_arabica,Gazella arabica,5220158,true
Sorex_raddei,Sorex raddei,2436036,true
Galenomys_garleppi,Galenomys garleppi,2438414,true
Choeroniscus_periosus,Choeroniscus periosus,2433159,true
Spalax_leucodon,Spalax leucodon,4264696,true
Sturnira_magna,Sturnira magna,2433328,true
Enhydra_lutris,Enhydra lutris,2433670,true
Rhinolophus_convexus,Rhinolophus convexus,4266683,true
Kerivoula_lenis,Kerivoula lenis,4265890,true
Hylomyscus_anselli,Hylomyscus anselli,10822719,true
Cuscomys_ashaninka,Cuscomys ashaninka,4264786,true
Pudu_mephistophiles,Pudu mephistophiles,2440912,true
Taeromys_arcuatus,Taeromys arcuatus,2438553,true
Aepyprymnus_rufescens,Aepyprymnus rufescens,2440030,true
Lariscus_insignis,Lariscus insignis,2437524,true
Petrogale_penicillata,Petrogale penicillata,2440113,true
Suncus_malayanus,Suncus malayanus,2435524,true
Microtus_savii,Microtus savii,2438650,true
Rubrisciurus_rubriventer,Rubrisciurus rubriventer,2437286,true
Cryptotis_obscura,Cryptotis obscura,5219506,true
Myocastor_coypus,Myocastor coypus,4264680,true
Rhogeessa_io,Rhogeessa io,4266463,true
Corynorhinus_townsendii,Corynorhinus townsendii,2432479,true
Monodelphis_osgoodi,Monodelphis osgoodi,2439961,true
Peromyscus_difficilis,Peromyscus difficilis,2437993,true
Trinomys_setosus,Trinomys setosus,4262946,true
Megaoryzomys_curioi,Megaoryzomys curioi,4265033,true
Chaerephon_nigeriae,Chaerephon nigeriae,5218711,true
Neodon_forresti,Neodon forresti,5706757,true
Crocidura_obscurior,Crocidura obscurior,2435613,true
Diaemus_youngi,Diaemus youngi,2433319,true
Mandrillus_sphinx,Mandrillus sphinx,5219556,true
Clyomys_laticeps,Clyomys laticeps,2439808,true
Hylomyscus_arcimontensis,Hylomyscus arcimontensis,8823131,true
Sorex_sonomae,Sorex sonomae,2436110,true
Sorex_longirostris,Sorex longirostris,2435976,true
Potamochoerus_larvatus,Potamochoerus larvatus,2441226,true
Tapirus_kabomani,Tapirus kabomani,7753250,true
Microcebus_rufus,Microcebus rufus,2436448,true
Xerospermophilus_mohavensis,Xerospermophilus mohavensis,7781204,true
Abeomelomys_sevia,Abeomelomys sevia,4264979,true
Vulpes_lagopus,Vulpes lagopus,5219303,true
Rhinolophus_inops,Rhinolophus inops,2432648,true
Microryzomys_minutus,Microryzomys minutus,2437778,true
Cephalorhynchus_heavisidii,Cephalorhynchus heavisidii,5220041,true
Cephalophus_spadix,Cephalophus spadix,2441156,true
Coleura_seychellensis,Coleura seychellensis,2433087,true
Callicebus_bernhardi,Plecturocebus bernhardi,9418473,false
Geomys_knoxjonesi,Geomys knoxjonesi,2439373,true
Kannabateomys_amblyonyx,Kannabateomys amblyonyx,2439718,true
Hydrurga_leptonyx,Hydrurga leptonyx,2434790,true
Mesomys_hispidus,Mesomys hispidus,5219935,true
Phalanger_mimicus,Phalanger mimicus,2440270,true
Oenomys_hypoxanthus,Oenomys hypoxanthus,2438923,true
Myotis_badius,Myotis badius,8076134,true
Rhinolophus_pearsonii,Rhinolophus pearsonii,2432658,true
Neacomys_paracou,Neacomys paracou,4265058,true
Erophylla_sezekorni,Erophylla sezekorni,2433150,true
Eolagurus_przewalskii,Eolagurus przewalskii,2438164,true
Taphozous_hildegardeae,Taphozous hildegardeae,5218735,true
Pygeretmus_pumilio,Pygeretmus pumilio,2439433,true
Gerbillus_cosensis,Gerbillus agag,2437833,false
Auliscomys_boliviensis,Auliscomys boliviensis,2438834,true
Burramys_parvus,Burramys parvus,2440237,true
Spilocuscus_wilsoni,Spilocuscus wilsoni,4826078,true
Ctenomys_sericeus,Ctenomys sericeus,2439633,true
Niviventer_cremoriventer,Niviventer cremoriventer,2439054,true
Acerodon_celebensis,Acerodon celebensis,5218704,true
Habromys_simulatus,Habromys simulatus,2438990,true
Martes_americana,Martes americana,5218864,true
Otomys_occidentalis,Otomys occidentalis,5219870,true
Pipistrellus_musciculus,Hypsugo musciculus,4266276,false
Colobus_angolensis,Colobus angolensis,5963047,true
Microtus_quasiater,Microtus quasiater,2438592,true
Crocidura_douceti,Crocidura douceti,2435548,true
Proechimys_mincae,Proechimys mincae,2439775,true
Thylogale_browni,Thylogale browni,2440169,true
Taphozous_troughtoni,Taphozous troughtoni,5706796,true
Tapecomys_primus,Tapecomys primus,4265009,true
Niviventer_niviventer,Niviventer niviventer,2439056,true
Reithrodontomys_fulvescens,Reithrodontomys fulvescens,2437864,true
Crocidura_goliath,Crocidura goliath,2435696,true
Triaenops_menamena,Triaenops menamena,7540870,true
Eptesicus_andinus,Eptesicus andinus,4266016,true
Cavia_magna,Cavia magna,5219703,true
Sigmodon_hirsutus,Sigmodon hirsutus,4265122,true
Macropus_giganteus,Macropus giganteus,5219981,true
Akodon_siberiae,Akodon siberiae,2437902,true
Murina_peninsularis,Murina peninsularis,8230112,true
Presbytis_thomasi,Presbytis thomasi,5219558,true
Notomys_amplus,Notomys amplus,2438975,true
Crocidura_lasiura,Crocidura lasiura,2435538,true
Microgale_fotsifotsy,Microgale fotsifotsy,2432120,true
Lepus_saxatilis,Lepus saxatilis,2436775,true
Lonchophylla_dekeyseri,Lonchophylla dekeyseri,2433230,true
Paraechinus_micropus,Paraechinus micropus,2437161,true
Atelerix_algirus,Atelerix algirus,2437136,true
Pseudorca_crassidens,Pseudorca crassidens,2440440,true
Xerospermophilus_perotensis,Xerospermophilus perotensis,7410386,true
Mus_shortridgei,Mus shortridgei,2438791,true
Dasyurus_viverrinus,Dasyurus viverrinus,2435357,true
Neacomys_pictus,Neacomys pictus,2439291,true
Potamogale_velox,Potamogale velox,2432147,true
Cynomys_leucurus,Cynomys leucurus,2437233,true
Notoryctes_typhlops,Notoryctes typhlops,2440825,true
Salinomys_delicatus,Salinomys delicatus,4265031,true
Dermanura_phaeotis,Artibeus phaeotis,2433264,false
Eudiscoderma_thongareeae,Eudiscoderma thongareeae,8450745,true
Miniopterus_oceanensis,Miniopterus schreibersii,2432509,false
Marmosops_impavidus,Marmosops impavidus,2439945,true
Heliophobius_argenteocinereus,Heliophobius argenteocinereus,2437220,true
Cricetulus_migratorius,Cricetulus migratorius,2438772,true
Chaetomys_subspinosus,Chaetomys subspinosus,2439749,true
Atherurus_macrourus,Atherurus macrourus,5219891,true
Myotis_goudoti,Myotis goudoti,2432415,true
Rattus_feliceus,Rattus feliceus,2439251,true
Genetta_angolensis,Genetta angolensis,5219351,true
Kerivoula_muscina,Kerivoula muscina,2432550,true
Loxodontomys_pikumche,Loxodontomys pikumche,4265177,true
Anotomys_leander,Anotomys leander,2438903,true
Myotis_formosus,Myotis formosus,2432443,true
Talpa_altaica,Talpa altaica,2436157,true
Paracrocidura_graueri,Paracrocidura graueri,2435500,true
Epomops_franqueti,Epomops franqueti,2432802,true
Habromys_lepturus,Habromys lepturus,2438989,true
Didelphis_pernigra,Didelphis pernigra,2439919,true
Mesoplodon_perrini,Mesoplodon perrini,2440418,true
Mungos_mungo,Mungos mungo,5219080,true
Paramelomys_platyops,Paramelomys platyops,4264864,true
Mops_mops,Mops mops,2433072,true
Arvicanthis_niloticus,Arvicanthis niloticus,9733997,true
Parahydromys_asper,Parahydromys asper,2438486,true
Mesoplodon_layardii,Mesoplodon layardii,2440423,true
Diplothrix_legata,Diplothrix legata,5706746,true
Mus_neavei,Mus neavei,2438810,true
Physeter_macrocephalus,Physeter macrocephalus,8123917,true
Pipistrellus_anthonyi,Hypsugo anthonyi,4266294,false
Microtus_nasarovi,Microtus daghestanicus,2438633,false
Gazella_gazella,Gazella gazella,5220154,true
Rattus_novaeguineae,Rattus novaeguineae,2439264,true
Chrysocyon_brachyurus,Chrysocyon brachyurus,2434450,true
Syncerus_caffer,Syncerus caffer,2441034,true
Homo_heidelbergensis,Homo heidelbergensis,4827561,true
Panthera_pardus,Panthera pardus,5219436,true
Apodemus_pallipes,Apodemus pallipes,5706748,true
Euroscaptor_longirostris,Euroscaptor longirostris,2436220,true
Hypsugo_dolichodon,Hypsugo dolichodon,8449510,true
Callicebus_dubius,Plecturocebus caligatus,9393257,false
Ateles_belzebuth,Ateles belzebuth,2436642,true
Jaculus_jaculus,Jaculus jaculus,5219895,true
Sigmodon_leucotis,Sigmodon leucotis,2438157,true
Chelemys_macronyx,Chelemys macronyx,2439044,true
Herpestes_semitorquatus,Herpestes semitorquatus,2434296,true
Prionailurus_planiceps,Prionailurus planiceps,2434917,true
Phascogale_pirata,Phascogale pirata,5787762,true
Petaurus_australis,Petaurus australis,2440050,true
Procavia_capensis,Procavia capensis,5219598,true
Eptesicus_dimissus,Eptesicus dimissus,4266017,true
Thomomys_idahoensis,Thomomys idahoensis,2439384,true
Crocidura_vosmaeri,Crocidura vosmaeri,2435675,true
Crocidura_gmelini,Crocidura gmelini,2435600,true
Callicebus_aureipalatii,Plecturocebus aureipalatii,9494739,false
Lophuromys_eisentrauti,Lophuromys eisentrauti,4264936,true
Tragulus_nigricans,Tragulus nigricans,5706471,true
Taphozous_longimanus,Taphozous longimanus,5218736,true
Rattus_exulans,Rattus exulans,2439244,true
Alouatta_ululata,Alouatta ululata,5786098,true
Lundomys_molitor,Lundomys molitor,4265127,true
Pipistrellus_imbricatus,Hypsugo imbricatus,4266283,false
Viverra_tangalunga,Viverra tangalunga,5219330,true
Mastomys_pernanus,Mastomys pernanus,2438908,true
Miniopterus_natalensis,Miniopterus natalensis,7261853,true
Microdipodops_pallidus,Microdipodops pallidus,2439501,true
Crocidura_macowi,Crocidura macowi,2435735,true
Sylvisorex_ollula,Sylvisorex ollula,2435803,true
Macaca_munzala,Macaca munzala,5786213,true
Hesperoptenus_tomesi,Hesperoptenus tomesi,2432529,true
Pipistrellus_murrayi,Pipistrellus tenuis,5218486,false
Odocoileus_virginianus,Odocoileus virginianus,2440965,true
Hipposideros_thomensis,Macronycteris thomensis,10877783,false
Ctenomys_fochi,Ctenomys fochi,4263371,true
Bassaricyon_medius,Bassaricyon medius,8413918,true
Sminthopsis_youngsoni,Sminthopsis youngsoni,2435397,true
Hipposideros_inornatus,Hipposideros inornatus,5706883,true
Gerbilliscus_phillipsi,Gerbilliscus phillipsi,4264941,true
Cabassous_tatouay,Cabassous tatouay,2440811,true
Procyon_cancrivorus,Procyon cancrivorus,9518324,true
Galictis_cuja,Galictis cuja,5218901,true
Eschrichtius_robustus,Eschrichtius robustus,2440704,true
Bos_indicus,Bos taurus,2441022,false
Rhinolophus_megaphyllus,Rhinolophus megaphyllus,2432622,true
Sicista_pseudonapaea,Sicista pseudonapaea,2439451,true
Zyzomys_palatalis,Zyzomys palatalis,4828288,true
Dusicyon_avus,Dusicyon avus,8488303,true
Cephalophus_niger,Cephalophus niger,2441157,true
Fukomys_foxi,Cryptomys foxi,2437218,false
Tarsius_tarsier,Tarsius tarsier,4266949,true
Sminthopsis_hirtipes,Sminthopsis hirtipes,2435408,true
Sorex_gracillimus,Sorex gracillimus,2436097,true
Erignathus_barbatus,Erignathus barbatus,2434816,true
Plecotus_taivanus,Plecotus taivanus,5218515,true
Barbastella_leucomelas,Barbastella leucomelas,2432581,true
Saguinus_niger,Saguinus niger,4266893,true
Lophuromys_luteogaster,Lophuromys luteogaster,2437673,true
Crocidura_dhofarensis,Crocidura dhofarensis,2435603,true
Microcebus_berthae,Microcebus berthae,4266980,true
Notomys_macrotis,Notomys macrotis,2438973,true
Praomys_verschureni,Praomys verschureni,4264882,true
Lasiurus_pfeifferi,Lasiurus pfeifferi,5707209,true
Phaner_pallescens,Phaner pallescens,4266965,true
Crocidura_arispa,Crocidura arispa,2435612,true
Rucervus_duvaucelii,Rucervus duvaucelii,7261380,true
Myotis_brandtii,Myotis brandtii,7261875,true
Dactylonax_palpator,Dactylopsila palpator,2440032,false
Tupaia_dorsalis,Tupaia dorsalis,2436297,true
Phascogale_tapoatafa,Phascogale tapoatafa,2435448,true
Trinomys_myosuros,Trinomys myosuros,4262954,true
Tokudaia_osimensis,Tokudaia osimensis,2438055,true
Sundasciurus_hoogstraali,Sundasciurus hoogstraali,2437478,true
Uromys_anak,Uromys anak,2438190,true
Otomys_dartmouthi,Otomys dartmouthi,5706738,true
Petrogale_herberti,Petrogale herberti,2440125,true
Genetta_cristata,Genetta cristata,5219349,true
Myotis_australis,Myotis australis,2432442,true
Rhipidomys_gardneri,Rhipidomys gardneri,5706773,true
Lophuromys_woosnami,Lophuromys woosnami,2437674,true
Hyomys_dammermani,Hyomys dammermani,2438542,true
Lenomys_meyeri,Lenomys meyeri,2438061,true
Lagorchestes_leporides,Lagorchestes leporides,2440157,true
Sorex_maritimensis,Sorex maritimensis,2436037,true
Pseudantechinus_woolleyae,Pseudantechinus woolleyae,2435385,true
Globicephala_macrorhynchus,Globicephala macrorhynchus,2440605,true
Aotus_jorgehernandezi,Aotus jorgehernandezi,5786071,true
Apomys_musculus,Apomys musculus,2438426,true
Epomophorus_wahlbergi,Epomophorus wahlbergi,2432787,true
Mastomys_natalensis,Mastomys natalensis,2438911,true
Hipposideros_griffini,Hipposideros griffini,8218071,true
Apodemus_peninsulae,Apodemus peninsulae,5219734,true
Ochotona_coreana,Ochotona coreana,10216595,true
Rhipidomys_leucodactylus,Rhipidomys leucodactylus,5219815,true
Crocidura_ultima,Crocidura ultima,2435683,true
Genetta_thierryi,Genetta thierryi,5219353,true
Tragelaphus_eurycerus,Tragelaphus eurycerus,5220180,true
Ctenomys_haigi,Ctenomys haigi,2439635,true
Rousettus_linduensis,Rousettus linduensis,4265756,true
Philander_opossum,Philander opossum,5219950,true
Myotis_annectans,Myotis annectans,2432395,true
Handleyomys_rostratus,Oryzomys rostratus,2438109,false
Presbytis_chrysomelas,Presbytis chrysomelas,7262008,true
Dobsonia_pannietensis,Dobsonia pannietensis,2432828,true
Pteropus_melanopogon,Pteropus melanopogon,5218690,true
Natalus_tumidirostris,Natalus tumidirostris,2432753,true
Promops_nasutus,Promops nasutus,2433024,true
Nesophontes_micrus,Nesophontes micrus,2435483,true
Maxomys_bartelsii,Maxomys bartelsii,2438844,true
Crossomys_moncktoni,Crossomys moncktoni,2438683,true
Microtus_oregoni,Microtus oregoni,2438661,true
Ichthyomys_stolzmanni,Ichthyomys stolzmanni,2437715,true
Mesoplodon_densirostris,Mesoplodon densirostris,2440403,true
Sylvisorex_silvanorum,Sylvisorex silvanorum,8890333,true
Sylvilagus_insonus,Sylvilagus insonus,2436921,true
Mazama_americana,Mazama americana,5220123,true
Spermophilus_major,Spermophilus major,2437320,true
Peromyscus_pectoralis,Peromyscus pectoralis,2438024,true
Notoryctes_caurinus,Notoryctes caurinus,2440824,true
Crocidura_batesi,Crocidura batesi,2435708,true
Helogale_hirtula,Helogale hirtula,2434159,true
Reithrodontomys_zacatecae,Reithrodontomys zacatecae,2437873,true
Melomys_rufescens,Melomys rufescens,2438998,true
Genetta_bourloni,Genetta bourloni,5219359,true
Rattus_bontanus,Rattus bontanus,2439257,true
Beamys_hindei,Beamys hindei,2437732,true
Proechimys_hoplomyoides,Proechimys hoplomyoides,2439784,true
Crocidura_attila,Crocidura attila,2435737,true
Melogale_personata,Melogale personata,2433644,true
Scapanulus_oweni,Scapanulus oweni,2436186,true
Philantomba_monticola,Philantomba monticola,7261461,true
Hsunycteris_cadenai,Hsunycteris cadenai,7894202,true
Sorex_saussurei,Sorex saussurei,2436047,true
Lophostoma_yasuni,Lophostoma carrikeri,5706811,false
Hydromys_hussoni,Hydromys hussoni,2438707,true
Phyllops_falcatus,Phyllops falcatus,5218751,true
Pogonomys_loriae,Pogonomys loriae,2438510,true
Gerbilliscus_gambiana,Gerbilliscus gambiana,5786739,true
Episoriculus_macrurus,Episoriculus macrurus,2435881,true
Cynomops_paranus,Cynomops paranus,4266510,true
Gerbillus_agag,Gerbillus agag,2437833,true
Balaena_mysticetus,Balaena mysticetus,2440330,true
Scotorepens_sanborni,Scotorepens sanborni,4266470,true
Funisciurus_anerythrus,Funisciurus anerythrus,2437413,true
Ourebia_ourebi,Ourebia ourebi,2441135,true
Megadontomys_cryophilus,Megadontomys cryophilus,2438696,true
Ursus_thibetanus,Ursus thibetanus,9335699,true
Mus_mattheyi,Mus mattheyi,2438785,true
Meriones_sacramenti,Meriones sacramenti,5219714,true
Crocidura_sapaensis,Crocidura sapaensis,9089927,true
Thomasomys_pyrrhonotus,Thomasomys pyrrhonotus,2439168,true
Cerradomys_marinhus,Cerradomys marinhus,5786900,true
Alouatta_palliata,Alouatta palliata,2436649,true
Proechimys_echinothrix,Proechimys echinothrix,4262976,true
Orthogeomys_heterodus,Orthogeomys heterodus,2439411,true
Oecomys_catherinae,Oecomys catherinae,4265023,true
Paralomys_gerbillus,Paralomys gerbillus,4265121,true
Pithecia_hirsuta,Pithecia hirsuta,8674990,true
Trichosurus_cunninghami,Trichosurus cunninghami,2440255,true
Makalata_macrura,Makalata macrura,4262962,true
Phyllotis_limatus,Phyllotis limatus,5706752,true
Neoromicia_somalica,Neoromicia somalica,7990922,true
Trachypithecus_johnii,Semnopithecus johnii,5786340,false
Microgale_soricoides,Microgale soricoides,2432135,true
Calomys_callidus,Calomys callidus,2437953,true
Suncus_ater,Suncus ater,2435512,true
Sylvisorex_johnstoni,Sylvisorex johnstoni,2435796,true
Zapus_hudsonius,Zapus hudsonius,2439467,true
Thylamys_pulchellus,Thylamys pulchellus,10850007,true
Eptesicus_diminutus,Eptesicus diminutus,2432372,true
Microgale_taiva,Microgale taiva,2432128,true
Crocidura_sokolovi,Crocidura sokolovi,7451912,true
Stenocephalemys_albocaudata,Stenocephalemys albocaudata,2439016,true
Tscherskia_triton,Tscherskia triton,2438828,true
Meles_meles,Meles meles,2433875,true
Pithecia_irrorata,Pithecia irrorata,2436372,true
Lophostoma_carrikeri,Lophostoma carrikeri,5706811,true
Habromys_chinanteco,Habromys chinanteco,2438988,true
Crocidura_turba,Crocidura turba,2435704,true
Macrotus_waterhousii,Macrotus waterhousii,2433295,true
Thallomys_nigricauda,Thallomys nigricauda,2437943,true
Microtus_schidlovskii,Microtus schidlovskii,4265017,true
Anourosorex_squamipes,Anourosorex squamipes,2435780,true
Felis_chaus,Felis chaus,2435066,true
Mystacina_robusta,Mystacina robusta,2433347,true
Murina_suilla,Murina suilla,2432322,true
Sorex_nanus,Sorex nanus,2436108,true
Ochotona_thomasi,Ochotona thomasi,2437032,true
Ochotona_koslowi,Ochotona koslowi,2437040,true
Exilisciurus_exilis,Exilisciurus exilis,2437386,true
Kerivoula_kachinensis,Kerivoula kachinensis,5787672,true
Peromyscus_madrensis,Peromyscus madrensis,2437979,true
Lonchophylla_hesperia,Lonchophylla hesperia,2433229,true
Chiropodomys_muroides,Chiropodomys muroides,2438399,true
Cryptotis_mexicana,Cryptotis mexicana,5219495,true
Canis_rufus,Canis lupus,5219173,false
Suncus_madagascariensis,Suncus madagascariensis,2435514,true
Poiana_richardsonii,Poiana richardsonii,2434629,true
Chaerephon_atsinanana,Chaerephon atsinanana,8280249,true
Vandeleuria_nolthenii,Vandeleuria nolthenii,2439080,true
Ichthyomys_hydrobates,Ichthyomys hydrobates,2437716,true
Sorex_pacificus,Sorex pacificus,2435990,true
Crocidura_grayi,Crocidura grayi,2435578,true
Saccopteryx_leptura,Saccopteryx leptura,5218730,true
Urotrichus_talpoides,Urotrichus talpoides,2436119,true
Procyon_lotor,Procyon lotor,5218786,true
Crocidura_nigricans,Crocidura nigricans,2435746,true
Lonchophylla_mordax,Lonchophylla mordax,2433227,true
Reithrodontomys_humulis,Reithrodontomys humulis,2437865,true
Tragelaphus_angasii,Tragelaphus angasii,5220181,true
Nesokia_indica,Nesokia indica,2438985,true
Tupaia_minor,Tupaia minor,2436283,true
Zaglossus_bruijnii,Zaglossus bruijni,2433391,false
Brachytarsomys_albicauda,Brachytarsomys albicauda,2438951,true
Pantholops_hodgsonii,Pantholops hodgsonii,2441103,true
Chrotogale_owstoni,Chrotogale owstoni,2434674,true
Deomys_ferrugineus,Deomys ferrugineus,2438901,true
Parascalops_breweri,Parascalops breweri,2436161,true
Nycticebus_javanicus,Nycticebus javanicus,5786064,true
Pipistrellus_abramus,Pipistrellus abramus,5707125,true
Spilocuscus_rufoniger,Spilocuscus rufoniger,2440248,true
Volemys_millicens,Volemys millicens,2438237,true
Caloprymnus_campestris,Caloprymnus campestris,2440028,true
Microtus_anatolicus,Microtus anatolicus,4265014,true
Nesolagus_netscheri,Nesolagus netscheri,2436684,true
Eothenomys_wardi,Eothenomys wardi,4265025,true
Pteropus_anetianus,Pteropus anetianus,5218677,true
Sorex_buchariensis,Sorex buchariensis,2436017,true
Apodemus_sylvaticus,Apodemus sylvaticus,2437760,true
Calomys_hummelincki,Calomys hummelincki,2437952,true
Perognathus_parvus,Perognathus parvus,2439554,true
Alticola_lemminus,Alticola lemminus,2438713,true
Crocidura_planiceps,Crocidura planiceps,2435611,true
Hipposideros_dyacorum,Hipposideros dyacorum,5218593,true
Nycteris_intermedia,Nycteris intermedia,5218612,true
Calomys_cerqueirai,Calomys cerqueirai,8304264,true
Otomys_irroratus,Otomys irroratus,5219869,true
Peromyscus_boylii,Peromyscus boylii,2438038,true
Abrothrix_olivaceus,Abrothrix olivaceus,4265094,true
Enchisthenes_hartii,Enchisthenes hartii,4265356,true
Delomys_collinus,Delomys dorsalis,2438532,false
Pipistrellus_kuhlii,Pipistrellus kuhlii,5218464,true
Chodsigoa_sodalis,Chodsigoa sodalis,2435908,true
Sigmodon_alleni,Sigmodon alleni,2438158,true
Martes_martes,Martes martes,5218878,true
Platyrrhinus_ismaeli,Platyrrhinus ismaeli,5787383,true
Nyctophilus_bifax,Nyctophilus bifax,7261844,true
Allenopithecus_nigroviridis,Allenopithecus nigroviridis,2436620,true
Phalanger_orientalis,Phalanger orientalis,2440259,true
Herpestes_pulverulentus,Galerella pulverulenta,5219126,false
Fukomys_darlingi,Cryptomys darlingi,4263050,false
Macrophyllum_macrophyllum,Macrophyllum macrophyllum,5218752,true
Apodemus_witherbyi,Apodemus witherbyi,5706747,true
Tamiasciurus_hudsonicus,Tamiasciurus hudsonicus,2437282,true
Pseudantechinus_ningbing,Pseudantechinus ningbing,2435380,true
Ametrida_centurio,Ametrida centurio,2433235,true
Styloctenium_mindorensis,Styloctenium mindorensis,5787466,true
Salanoia_concolor,Salanoia concolor,2433527,true
Rhinolophus_arcuatus,Rhinolophus arcuatus,2432676,true
Apodemus_gurkha,Apodemus gurkha,5219738,true
Zapus_trinotatus,Zapus trinotatus,2439471,true
Pseudomys_apodemoides,Pseudomys apodemoides,5219799,true
Eulemur_sanfordi,Eulemur sanfordi,4266929,true
Hylomyscus_baeri,Hylomyscus baeri,2439339,true
Xerus_erythropus,Xerus erythropus,8950740,true
Stenella_frontalis,Stenella frontalis,5220045,true
Myotis_izecksohni,Myotis izecksohni,7575773,true
Nasua_narica,Nasua narica,2433531,true
Nyctimene_draconilla,Nyctimene draconilla,5218641,true
Dipodomys_microps,Dipodomys microps,2439510,true
Voalavo_gymnocaudus,Voalavo gymnocaudus,4263430,true
Isothrix_barbarabrownae,Isothrix barbarabrownae,9022811,true
Naemorhedus_baileyi,Naemorhedus baileyi,2441013,true
Blanfordimys_bucharensis,Blanfordimys bucharensis,4265107,true
Centronycteris_maximiliani,Centronycteris maximiliani,2433136,true
Sorex_cansulus,Sorex cansulus,2436113,true
Calomyscus_baluchi,Calomyscus baluchi,2439353,true
Procolobus_gordonorum,Piliocolobus gordonorum,4266998,false
Graphiurus_johnstoni,Graphiurus johnstoni,5706488,true
Dasyurus_hallucatus,Dasyurus hallucatus,2435358,true
Myotis_macropus,Myotis macropus,4266391,true
Eubalaena_australis,Eubalaena australis,2440332,true
Neomys_anomalus,Neomys anomalus,7825895,true
Crocidura_crenata,Crocidura crenata,2435685,true
Dermanura_watsoni,Artibeus watsoni,4265337,false
Cratogeomys_planiceps,Cratogeomys planiceps,5786663,true
Dasymys_montanus,Dasymys montanus,2438418,true
Petrogale_lateralis,Petrogale lateralis,2440114,true
