from,to,score_normal,score,pair,int
Microtus longicaudus,Tamias amoenus,0.0044,0.0,false,false
Microtus longicaudus,Tamias minimus,0.04595,0.0,false,false
Microtus longicaudus,Tamias striatus,0.05245,0.0,false,false
Microtus longicaudus,Tamias townsendii,0.00555,0.0,false,false
Microtus longicaudus,Tamiasciurus douglasii,0.05135,0.0,false,false
Microtus longicaudus,Tamiasciurus hudsonicus,0.0793,0.0,false,false
Microtus longicaudus,Taxidea taxus,0.0021,0.0,false,false
Microtus longicaudus,Thomomys talpoides,0.2138,0.0,false,false
Microtus longicaudus,Urocitellus columbianus,0.0473,0.0,false,false
Microtus longicaudus,Urocitellus parryii,0.0341,0.0,false,false
Microtus longicaudus,Urocitellus richardsonii,0.0502,0.0,false,false
Microtus longicaudus,Urocyon cinereoargenteus,0.00105,0.0,false,false
Microtus longicaudus,Ursus americanus,0.0229,0.0,false,false
Microtus longicaudus,Ursus arctos,0.016,0.0,false,false
Microtus longicaudus,Ursus maritimus,0.04345,0.0,false,false
Microtus longicaudus,Vulpes lagopus,0.00105,0.0,false,false
Microtus longicaudus,Vulpes velox,0.00275,0.0,false,false
Microtus longicaudus,Vulpes vulpes,0.0051,0.0,false,false
Microtus longicaudus,Zapus hudsonius,0.0003,0.0,false,false
Microtus longicaudus,Zapus princeps,0.01305,0.0,false,false
Microtus longicaudus,Zapus trinotatus,0.00535,0.0,false,false
Microtus miurus,Alces alces,0.06275,0.0,false,false
Microtus miurus,Antilocapra americana,0.0486,0.0,false,false
Microtus miurus,Antrozous pallidus,0.1409,0.0,false,false
Microtus miurus,Aplodontia rufa,0.11925,0.0,false,false
Microtus miurus,Bison bison,0.0368,0.0,false,false
Microtus miurus,Blarina brevicauda,0.1717,0.0,false,false
Microtus miurus,Callospermophilus lateralis,0.1055,0.0,false,false
Microtus miurus,Callospermophilus saturatus,0.1085,0.0,false,false
Microtus miurus,Canis latrans,0.0044,0.0,false,false
Microtus miurus,Canis lupus,0.03325,0.0,false,false
Microtus miurus,Canis rufus,0.03045,0.0,false,false
Microtus miurus,Castor canadensis,0.0073,0.0,false,false
Microtus miurus,Cervus elaphus,0.00615,0.0,false,false
Microtus miurus,Condylura cristata,0.1269,0.0,false,false
Microtus miurus,Corynorhinus townsendii,0.12305,0.0,false,false
Microtus miurus,Cryptotis parva,0.17925,0.0,false,false
Microtus miurus,Cynomys ludovicianus,0.00165,0.0,false,false
Microtus miurus,Dama dama,0.04025,0.0,false,false
Microtus miurus,Dama mesopotamica,0.00455,0.0,false,false
Microtus miurus,Dicrostonyx groenlandicus,0.01085,0.0,false,false
Microtus miurus,Dicrostonyx hudsonius,0.01885,0.0,false,false
Microtus miurus,Dicrostonyx nunatakensis,0.0205,0.0,false,false
Microtus miurus,Dicrostonyx richardsoni,0.0169,0.0,false,false
Microtus miurus,Didelphis virginiana,0.3615,0.0,false,false
Microtus miurus,Dipodomys ordii,0.2207,0.0,false,false
Microtus miurus,Eptesicus fuscus,0.0466,0.0,false,false
Microtus miurus,Erethizon dorsatum,0.221,0.0,false,false
Microtus miurus,Euderma maculatum,0.08875,0.0,false,false
Microtus miurus,Geomys bursarius,0.22125,0.0,false,false
Microtus miurus,Glaucomys sabrinus,0.1159,0.0,false,false
Microtus miurus,Glaucomys volans,0.1181,0.0,false,false
Microtus miurus,Gulo gulo,0.02395,0.0,false,false
Microtus miurus,Ictidomys tridecemlineatus,0.0146,0.0,false,false
Microtus miurus,Lasionycteris noctivagans,0.0115,0.0,false,false
Microtus miurus,Lasiurus blossevillii,0.0578,0.0,false,false
Microtus miurus,Lasiurus borealis,0.12135,0.0,false,false
Microtus miurus,Lasiurus cinereus,0.1085,0.0,false,false
Microtus miurus,Lemmiscus curtatus,0.06665,0.0,false,false
Microtus miurus,Lemmus trimucronatus,0.01475,0.0,false,false
Microtus miurus,Lepus americanus,0.003,0.0,false,false
Microtus miurus,Lepus arcticus,0.00245,0.0,false,false
Microtus miurus,Lepus europaeus,0.0366,0.0,false,false
Microtus miurus,Lepus townsendii,0.00165,0.0,false,false
Microtus miurus,Lontra canadensis,0.01385,0.0,false,false
Microtus miurus,Lynx canadensis,0.0144,0.0,false,false
Microtus miurus,Lynx rufus,0.00095,0.0,false,false
Microtus miurus,Marmota broweri,0.0679,0.0,false,false
Microtus miurus,Marmota caligata,0.04555,0.0,false,false
Microtus miurus,Marmota flaviventris,0.02295,0.0,false,false
Microtus miurus,Marmota monax,0.03935,0.0,false,false
Microtus miurus,Marmota vancouverensis,0.00775,0.0,false,false
Microtus miurus,Martes americana,0.0379,0.0,false,false
Microtus miurus,Martes pennanti,0.0223,0.0,false,false
Microtus miurus,Mephitis mephitis,0.1455,0.0,false,false
Microtus miurus,Microtus chrotorrhinus,0.059,0.0,false,false
Microtus miurus,Microtus longicaudus,0.00615,0.0,false,false
Microtus miurus,Microtus miurus,0.00985,0.0,false,false
Microtus miurus,Microtus montanus,0.0185,0.0,false,false
Microtus miurus,Microtus ochrogaster,0.0717,0.0,false,false
Microtus miurus,Microtus oeconomus,0.01305,0.0,false,false
Microtus miurus,Microtus oregoni,0.01655,0.0,false,false
Microtus miurus,Microtus pennsylvanicus,0.0384,0.0,false,false
Microtus miurus,Microtus pinetorum,0.0061,0.0,false,false
Microtus miurus,Microtus richardsoni,0.00695,0.0,false,false
Microtus miurus,Microtus townsendii,0.02615,0.0,false,false
Microtus miurus,Microtus xanthognathus,0.05595,0.0,false,false
Microtus miurus,Mus musculus,0.0462,0.0,false,false
Microtus miurus,Mustela erminea,0.02525,0.0,false,false
Microtus miurus,Mustela frenata,0.0034,0.0,false,false
Microtus miurus,Mustela nigripes,0.04685,0.0,false,false
Microtus miurus,Mustela nivalis,0.00445,0.0,false,false
Microtus miurus,Mustela subpalmata,0.00905,0.0,false,false
Microtus miurus,Myodes gapperi,0.01025,0.0,false,false
Microtus miurus,Myodes rutilus,0.0188,0.0,false,false
Microtus miurus,Myotis californicus,0.05565,0.0,false,false
Microtus miurus,Myotis ciliolabrum,0.0127,0.0,false,false
Microtus miurus,Myotis evotis,0.0544,0.0,false,false
Microtus miurus,Myotis keenii,0.04705,0.0,false,false
Microtus miurus,Myotis leibii,0.04725,0.0,false,false
Microtus miurus,Myotis lucifugus,0.03535,0.0,false,false
Microtus miurus,Myotis melanorhinus,0.0575,0.0,false,false
Microtus miurus,Myotis septentrionalis,0.0007,0.0,false,false
Microtus miurus,Myotis thysanodes,0.0408,0.0,false,false
Microtus miurus,Myotis volans,0.0271,0.0,false,false
Microtus miurus,Myotis yumanensis,0.01415,0.0,false,false
Microtus miurus,Napaeozapus insignis,0.0008,0.0,false,false
Microtus miurus,Neotoma cinerea,0.17025,0.0,false,false
Microtus miurus,Neovison vison,0.00635,0.0,false,false
Microtus miurus,Neurotrichus gibbsii,0.2127,0.0,false,false
Microtus miurus,Nyctinomops macrotis,0.06745,0.0,false,false
Microtus miurus,Ochotona collaris,0.0152,0.0,false,false
Microtus miurus,Ochotona princeps,0.01835,0.0,false,false
Microtus miurus,Odocoileus hemionus,0.00595,0.0,false,false
Microtus miurus,Odocoileus virginianus,0.0037,0.0,false,false
Microtus miurus,Ondatra zibethicus,0.0157,0.0,false,false
Microtus miurus,Onychomys leucogaster,0.1719,0.0,false,false
Microtus miurus,Oreamnos americanus,0.01245,0.0,false,false
Microtus miurus,Ovibos moschatus,0.00075,0.0,false,false
Microtus miurus,Ovis canadensis,0.0004,0.0,false,false
Microtus miurus,Ovis dalli,0.02185,0.0,false,false
Microtus miurus,Parascalops breweri,0.0494,0.0,false,false
Microtus miurus,Perognathus fasciatus,0.2212,0.0,false,false
Microtus miurus,Perognathus parvus,0.2177,0.0,false,false
Microtus miurus,Peromyscus keeni,0.1831,0.0,false,false
Microtus miurus,Peromyscus leucopus,0.1815,0.0,false,false
Microtus miurus,Peromyscus maniculatus,0.1653,0.0,false,false
Microtus miurus,Phenacomys intermedius,0.0133,0.0,false,false
Microtus miurus,Phenacomys ungava,0.01555,0.0,false,false
Microtus miurus,Pipistrellus subflavus,0.11455,0.0,false,false
Microtus miurus,Poliocitellus franklinii,0.0018,0.0,false,false
Microtus miurus,Procyon lotor,0.1449,0.0,false,false
Microtus miurus,Puma concolor,0.01675,0.0,false,false
Microtus miurus,Rangifer tarandus,0.0337,0.0,false,false
Microtus miurus,Reithrodontomys megalotis,0.1683,0.0,false,false
Microtus miurus,Scalopus aquaticus,0.0213,0.0,false,false
Microtus miurus,Scapanus orarius,0.0448,0.0,false,false
Microtus miurus,Scapanus townsendii,0.0394,0.0,false,false
Microtus miurus,Sciurus carolinensis,0.0047,0.0,false,false
Microtus miurus,Sciurus niger,0.0654,0.0,false,false
Microtus miurus,Sorex arcticus,0.061,0.0,false,false
Microtus miurus,Sorex bendirii,0.13075,0.0,false,false
Microtus miurus,Sorex cinereus,0.14555,0.0,false,false
Microtus miurus,Sorex dispar,0.1413,0.0,false,false
Microtus miurus,Sorex fumeus,0.14315,0.0,false,false
Microtus miurus,Sorex haydeni,0.06285,0.0,false,false
Microtus miurus,Sorex hoyi,0.0207,0.0,false,false
Microtus miurus,Sorex maritimensis,0.06805,0.0,false,false
Microtus miurus,Sorex merriami,0.03085,0.0,false,false
Microtus miurus,Sorex monticolus,0.1415,0.0,false,false
Microtus miurus,Sorex palustris,0.13,0.0,false,false
Microtus miurus,Sorex preblei,0.1402,0.0,false,false
Microtus miurus,Sorex rohweri,0.14365,0.0,false,false
Microtus miurus,Sorex trowbridgii,0.0275,0.0,false,false
Microtus miurus,Sorex tundrensis,0.031,0.0,false,false
Microtus miurus,Sorex ugyunak,0.1281,0.0,false,false
Microtus miurus,Sorex vagrans,0.1458,0.0,false,false
Microtus miurus,Spilogale putorius,0.15935,0.0,false,false
Microtus miurus,Sylvilagus floridanus,0.0552,0.0,false,false
Microtus miurus,Sylvilagus nuttallii,0.11335,0.0,false,false
Microtus miurus,Sylvilagus transitionalis,0.0312,0.0,false,false
Microtus miurus,Synaptomys borealis,0.03235,0.0,false,false
Microtus miurus,Synaptomys cooperi,0.06095,0.0,false,false
Microtus miurus,Tamias amoenus,0.00445,0.0,false,false
Microtus miurus,Tamias minimus,0.0492,0.0,false,false
Microtus miurus,Tamias striatus,0.05445,0.0,false,false
Microtus miurus,Tamias townsendii,0.0055,0.0,false,false
Microtus miurus,Tamiasciurus douglasii,0.05665,0.0,false,false
Microtus miurus,Tamiasciurus hudsonicus,0.08825,0.0,false,false
Microtus miurus,Taxidea taxus,0.0028,0.0,false,false
Microtus miurus,Thomomys talpoides,0.22395,0.0,false,false
Microtus miurus,Urocitellus columbianus,0.05015,0.0,false,false
Microtus miurus,Urocitellus parryii,0.03735,0.0,false,false
Microtus miurus,Urocitellus richardsonii,0.05155,0.0,false,false
Microtus miurus,Urocyon cinereoargenteus,0.0011,0.0,false,false
Microtus miurus,Ursus americanus,0.02555,0.0,false,false
Microtus miurus,Ursus arctos,0.01765,0.0,false,false
Microtus miurus,Ursus maritimus,0.04845,0.0,false,false
Microtus miurus,Vulpes lagopus,0.00115,0.0,false,false
Microtus miurus,Vulpes velox,0.00385,0.0,false,false
Microtus miurus,Vulpes vulpes,0.00685,0.0,false,false
Microtus miurus,Zapus hudsonius,0.0002,0.0,false,false
Microtus miurus,Zapus princeps,0.0129,0.0,false,false
Microtus miurus,Zapus trinotatus,0.0051,0.0,false,false
Microtus montanus,Alces alces,0.13085,0.0,false,false
Microtus montanus,Antilocapra americana,0.11695,0.0,false,false
Microtus montanus,Antrozous pallidus,0.21435,0.0,false,false
Microtus montanus,Aplodontia rufa,0.203,0.0,false,false
Microtus montanus,Bison bison,0.0944,0.0,false,false
Microtus montanus,Blarina brevicauda,0.24745,0.0,false,false
Microtus montanus,Callospermophilus lateralis,0.1848,0.0,false,false
Microtus montanus,Callospermophilus saturatus,0.19215,0.0,false,false
Microtus montanus,Canis latrans,0.02035,0.0,false,false
Microtus montanus,Canis lupus,0.09325,0.0,false,false
Microtus montanus,Canis rufus,0.0849,0.0,false,false
Microtus montanus,Castor canadensis,0.0451,0.0,false,false
Microtus montanus,Cervus elaphus,0.0344,0.0,false,false
Microtus montanus,Condylura cristata,0.2014,0.0,false,false
Microtus montanus,Corynorhinus townsendii,0.2063,0.0,false,false
Microtus montanus,Cryptotis parva,0.256,0.0,false,false
Microtus montanus,Cynomys ludovicianus,0.0159,0.0,false,false
Microtus montanus,Dama dama,0.0986,0.0,false,false
Microtus montanus,Dama mesopotamica,0.02915,0.0,false,false
Microtus montanus,Dicrostonyx groenlandicus,0.0526,0.0,false,false
Microtus montanus,Dicrostonyx hudsonius,0.06645,0.0,false,false
Microtus montanus,Dicrostonyx nunatakensis,0.0745,0.0,false,false
Microtus montanus,Dicrostonyx richardsoni,0.06645,0.0,false,false
Microtus montanus,Didelphis virginiana,0.3964,0.0,false,false
Microtus montanus,Dipodomys ordii,0.29185,0.0,false,false
Microtus montanus,Eptesicus fuscus,0.11565,0.0,false,false
Microtus montanus,Erethizon dorsatum,0.29605,0.0,false,false
Microtus montanus,Euderma maculatum,0.15975,0.0,false,false
Microtus montanus,Geomys bursarius,0.29815,0.0,false,false
Microtus montanus,Glaucomys sabrinus,0.19975,0.0,false,false
Microtus montanus,Glaucomys volans,0.19445,0.0,false,false
Microtus montanus,Gulo gulo,0.07905,0.0,false,false
Microtus montanus,Ictidomys tridecemlineatus,0.0562,0.0,false,false
Microtus montanus,Lasionycteris noctivagans,0.04505,0.0,false,false
Microtus montanus,Lasiurus blossevillii,0.1294,0.0,false,false
Microtus montanus,Lasiurus borealis,0.2009,0.0,false,false
Microtus montanus,Lasiurus cinereus,0.19145,0.0,false,false
Microtus montanus,Lemmiscus curtatus,0.1406,0.0,false,false
Microtus montanus,Lemmus trimucronatus,0.0613,0.0,false,false
Microtus montanus,Lepus americanus,0.02655,0.0,false,false
Microtus montanus,Lepus arcticus,0.02035,0.0,false,false
Microtus montanus,Lepus europaeus,0.0982,0.0,false,false
Microtus montanus,Lepus townsendii,0.0175,0.0,false,false
Microtus montanus,Lontra canadensis,0.05435,0.0,false,false
Microtus montanus,Lynx canadensis,0.05135,0.0,false,false
Microtus montanus,Lynx rufus,0.0076,0.0,false,false
Microtus montanus,Marmota broweri,0.14515,0.0,false,false
Microtus montanus,Marmota caligata,0.11115,0.0,false,false
Microtus montanus,Marmota flaviventris,0.072,0.0,false,false
Microtus montanus,Marmota monax,0.10845,0.0,false,false
Microtus montanus,Marmota vancouverensis,0.0383,0.0,false,false
Microtus montanus,Martes americana,0.09795,0.0,false,false
Microtus montanus,Martes pennanti,0.07125,0.0,false,false
Microtus montanus,Mephitis mephitis,0.22805,0.0,false,false
Microtus montanus,Microtus chrotorrhinus,0.1361,0.0,false,false
Microtus montanus,Microtus longicaudus,0.0374,0.0,false,false
Microtus montanus,Microtus miurus,0.04875,0.0,false,false
Microtus montanus,Microtus montanus,0.07435,0.0,false,false
Microtus montanus,Microtus ochrogaster,0.14425,0.0,false,false
Microtus montanus,Microtus oeconomus,0.05885,0.0,false,false
Microtus montanus,Microtus oregoni,0.0712,0.0,false,false
Microtus montanus,Microtus pennsylvanicus,0.1052,0.0,false,false
Microtus montanus,Microtus pinetorum,0.0372,0.0,false,false
Microtus montanus,Microtus richardsoni,0.04185,0.0,false,false
Microtus montanus,Microtus townsendii,0.08305,0.0,false,false
Microtus montanus,Microtus xanthognathus,0.1323,0.0,false,false
Microtus montanus,Mus musculus,0.11945,0.0,false,false
Microtus montanus,Mustela erminea,0.0749,0.0,false,false
Microtus montanus,Mustela frenata,0.0231,0.0,false,false
Microtus montanus,Mustela nigripes,0.11245,0.0,false,false
Microtus montanus,Mustela nivalis,0.0304,0.0,false,false
Microtus montanus,Mustela subpalmata,0.03745,0.0,false,false
Microtus montanus,Myodes gapperi,0.048,0.0,false,false
Microtus montanus,Myodes rutilus,0.06555,0.0,false,false
Microtus montanus,Myotis californicus,0.1247,0.0,false,false
Microtus montanus,Myotis ciliolabrum,0.0528,0.0,false,false
Microtus montanus,Myotis evotis,0.11685,0.0,false,false
Microtus montanus,Myotis keenii,0.11165,0.0,false,false
Microtus montanus,Myotis leibii,0.11325,0.0,false,false
Microtus montanus,Myotis lucifugus,0.0965,0.0,false,false
Microtus montanus,Myotis melanorhinus,0.12625,0.0,false,false
Microtus montanus,Myotis septentrionalis,0.0121,0.0,false,false
Microtus montanus,Myotis thysanodes,0.101,0.0,false,false
Microtus montanus,Myotis volans,0.07725,0.0,false,false
Microtus montanus,Myotis yumanensis,0.05015,0.0,false,false
Microtus montanus,Napaeozapus insignis,0.01025,0.0,false,false
Microtus montanus,Neotoma cinerea,0.24905,0.0,false,false
Microtus montanus,Neovison vison,0.031,0.0,false,false
Microtus montanus,Neurotrichus gibbsii,0.28355,0.0,false,false
Microtus montanus,Nyctinomops macrotis,0.14465,0.0,false,false
Microtus montanus,Ochotona collaris,0.06085,0.0,false,false
Microtus montanus,Ochotona princeps,0.06405,0.0,false,false
Microtus montanus,Odocoileus hemionus,0.0317,0.0,false,false
Microtus montanus,Odocoileus virginianus,0.02375,0.0,false,false
Microtus montanus,Ondatra zibethicus,0.0616,0.0,false,false
Microtus montanus,Onychomys leucogaster,0.25695,0.0,false,false
Microtus montanus,Oreamnos americanus,0.05075,0.0,false,false
Microtus montanus,Ovibos moschatus,0.00915,0.0,false,false
Microtus montanus,Ovis canadensis,0.00885,0.0,false,false
Microtus montanus,Ovis dalli,0.0705,0.0,false,false
Microtus montanus,Parascalops breweri,0.1154,0.0,false,false
Microtus montanus,Perognathus fasciatus,0.3008,0.0,false,false
Microtus montanus,Perognathus parvus,0.2882,0.0,false,false
Microtus montanus,Peromyscus keeni,0.2612,0.0,false,false
Microtus montanus,Peromyscus leucopus,0.2612,0.0,false,false
Microtus montanus,Peromyscus maniculatus,0.2499,0.0,false,false
Microtus montanus,Phenacomys intermedius,0.06025,0.0,false,false
Microtus montanus,Phenacomys ungava,0.065,0.0,false,false
Microtus montanus,Pipistrellus subflavus,0.19545,0.0,false,false
Microtus montanus,Poliocitellus franklinii,0.01905,0.0,false,false
Microtus montanus,Procyon lotor,0.22555,0.0,false,false
Microtus montanus,Puma concolor,0.05925,0.0,false,false
Microtus montanus,Rangifer tarandus,0.09435,0.0,false,false
Microtus montanus,Reithrodontomys megalotis,0.2485,0.0,false,false
Microtus montanus,Scalopus aquaticus,0.0685,0.0,false,false
Microtus montanus,Scapanus orarius,0.1134,0.0,false,false
Microtus montanus,Scapanus townsendii,0.1,0.0,false,false
Microtus montanus,Sciurus carolinensis,0.0315,0.0,false,false
Microtus montanus,Sciurus niger,0.13455,0.0,false,false
Microtus montanus,Sorex arcticus,0.13085,0.0,false,false
Microtus montanus,Sorex bendirii,0.2072,0.0,false,false
Microtus montanus,Sorex cinereus,0.2276,0.0,false,false
Microtus montanus,Sorex dispar,0.22445,0.0,false,false
Microtus montanus,Sorex fumeus,0.22975,0.0,false,false
Microtus montanus,Sorex haydeni,0.1345,0.0,false,false
Microtus montanus,Sorex hoyi,0.0732,0.0,false,false
Microtus montanus,Sorex maritimensis,0.1467,0.0,false,false
Microtus montanus,Sorex merriami,0.0951,0.0,false,false
Microtus montanus,Sorex monticolus,0.22705,0.0,false,false
Microtus montanus,Sorex palustris,0.2129,0.0,false,false
Microtus montanus,Sorex preblei,0.2184,0.0,false,false
Microtus montanus,Sorex rohweri,0.22585,0.0,false,false
Microtus montanus,Sorex trowbridgii,0.0844,0.0,false,false
Microtus montanus,Sorex tundrensis,0.0902,0.0,false,false
Microtus montanus,Sorex ugyunak,0.21195,0.0,false,false
Microtus montanus,Sorex vagrans,0.22585,0.0,false,false
Microtus montanus,Spilogale putorius,0.2406,0.0,false,false
Microtus montanus,Sylvilagus floridanus,0.11915,0.0,false,false
Microtus montanus,Sylvilagus nuttallii,0.1922,0.0,false,false
Microtus montanus,Sylvilagus transitionalis,0.09055,0.0,false,false
Microtus montanus,Synaptomys borealis,0.0944,0.0,false,false
Microtus montanus,Synaptomys cooperi,0.135,0.0,false,false
Microtus montanus,Tamias amoenus,0.0359,0.0,false,false
Microtus montanus,Tamias minimus,0.11715,0.0,false,false
Microtus montanus,Tamias striatus,0.12675,0.0,false,false
Microtus montanus,Tamias townsendii,0.03515,0.0,false,false
Microtus montanus,Tamiasciurus douglasii,0.13085,0.0,false,false
Microtus montanus,Tamiasciurus hudsonicus,0.1649,0.0,false,false
Microtus montanus,Taxidea taxus,0.0177,0.0,false,false
Microtus montanus,Thomomys talpoides,0.2985,0.0,false,false
Microtus montanus,Urocitellus columbianus,0.12245,0.0,false,false
Microtus montanus,Urocitellus parryii,0.0981,0.0,false,false
Microtus montanus,Urocitellus richardsonii,0.11905,0.0,false,false
Microtus montanus,Urocyon cinereoargenteus,0.0129,0.0,false,false
Microtus montanus,Ursus americanus,0.07805,0.0,false,false
Microtus montanus,Ursus arctos,0.06125,0.0,false,false
Microtus montanus,Ursus maritimus,0.11405,0.0,false,false
Microtus montanus,Vulpes lagopus,0.0125,0.0,false,false
Microtus montanus,Vulpes velox,0.02305,0.0,false,false
Microtus montanus,Vulpes vulpes,0.0331,0.0,false,false
Microtus montanus,Zapus hudsonius,0.0057,0.0,false,false
Microtus montanus,Zapus princeps,0.054,0.0,false,false
Microtus montanus,Zapus trinotatus,0.0352,0.0,false,false
Microtus ochrogaster,Alces alces,0.28945,0.0,false,false
Microtus ochrogaster,Antilocapra americana,0.2749,0.0,false,false
Microtus ochrogaster,Antrozous pallidus,0.35745,0.0,false,false
Microtus ochrogaster,Aplodontia rufa,0.34365,0.0,false,false
Microtus ochrogaster,Bison bison,0.2597,0.0,false,false
Microtus ochrogaster,Blarina brevicauda,0.37075,0.0,false,false
Microtus ochrogaster,Callospermophilus lateralis,0.3285,0.0,false,false
Microtus ochrogaster,Callospermophilus saturatus,0.3314,0.0,false,false
Microtus ochrogaster,Canis latrans,0.1523,0.0,false,false
Microtus ochrogaster,Canis lupus,0.25165,0.0,false,false
Microtus ochrogaster,Canis rufus,0.24625,0.0,false,false
Microtus ochrogaster,Castor canadensis,0.20275,0.0,false,false
Microtus ochrogaster,Cervus elaphus,0.18205,0.0,false,false
Microtus ochrogaster,Condylura cristata,0.342,0.0,false,false
Microtus ochrogaster,Corynorhinus townsendii,0.3481,0.0,false,false
Microtus ochrogaster,Cryptotis parva,0.37095,0.0,false,false
Microtus ochrogaster,Cynomys ludovicianus,0.14345,0.0,false,false
Microtus ochrogaster,Dama dama,0.269,0.0,false,false
Microtus ochrogaster,Dama mesopotamica,0.1714,0.0,false,false
Microtus ochrogaster,Dicrostonyx groenlandicus,0.21585,0.0,false,false
Microtus ochrogaster,Dicrostonyx hudsonius,0.2314,0.0,false,false
Microtus ochrogaster,Dicrostonyx nunatakensis,0.23775,0.0,false,false
Microtus ochrogaster,Dicrostonyx richardsoni,0.231,0.0,false,false
Microtus ochrogaster,Dipodomys ordii,0.3982,0.0,false,false
Microtus ochrogaster,Eptesicus fuscus,0.27965,0.0,false,false
Microtus ochrogaster,Euderma maculatum,0.3193,0.0,false,false
Microtus ochrogaster,Glaucomys sabrinus,0.3398,0.0,false,false
Microtus ochrogaster,Glaucomys volans,0.3379,0.0,false,false
Microtus ochrogaster,Gulo gulo,0.23625,0.0,false,false
Microtus ochrogaster,Ictidomys tridecemlineatus,0.21565,0.0,false,false
Microtus ochrogaster,Lasionycteris noctivagans,0.19965,0.0,false,false
Microtus ochrogaster,Lasiurus blossevillii,0.2859,0.0,false,false
Microtus ochrogaster,Lasiurus borealis,0.35025,0.0,false,false
Microtus ochrogaster,Lasiurus cinereus,0.33555,0.0,false,false
Microtus ochrogaster,Lemmiscus curtatus,0.2953,0.0,false,false
Microtus ochrogaster,Lemmus trimucronatus,0.2222,0.0,false,false
Microtus ochrogaster,Lepus americanus,0.16685,0.0,false,false
Microtus ochrogaster,Lepus arcticus,0.1558,0.0,false,false
Microtus ochrogaster,Lepus europaeus,0.25825,0.0,false,false
Microtus ochrogaster,Lepus townsendii,0.14055,0.0,false,false
Microtus ochrogaster,Lontra canadensis,0.20565,0.0,false,false
Microtus ochrogaster,Lynx canadensis,0.2054,0.0,false,false
Microtus ochrogaster,Lynx rufus,0.1005,0.0,false,false
Microtus ochrogaster,Marmota broweri,0.3009,0.0,false,false
Microtus ochrogaster,Marmota caligata,0.27035,0.0,false,false
Microtus ochrogaster,Marmota flaviventris,0.23245,0.0,false,false
Microtus ochrogaster,Marmota monax,0.2682,0.0,false,false
Microtus ochrogaster,Marmota vancouverensis,0.1827,0.0,false,false
Microtus ochrogaster,Martes americana,0.2546,0.0,false,false
Microtus ochrogaster,Martes pennanti,0.23115,0.0,false,false
Microtus ochrogaster,Mephitis mephitis,0.35345,0.0,false,false
Microtus ochrogaster,Microtus chrotorrhinus,0.29345,0.0,false,false
Microtus ochrogaster,Microtus longicaudus,0.19405,0.0,false,false
Microtus ochrogaster,Microtus miurus,0.21295,0.0,false,false
Microtus ochrogaster,Microtus montanus,0.2358,0.0,false,false
Microtus ochrogaster,Microtus ochrogaster,0.30895,0.0,false,false
Microtus ochrogaster,Microtus oeconomus,0.2271,0.0,false,false
Microtus ochrogaster,Microtus pennsylvanicus,0.26985,0.0,false,false
Microtus ochrogaster,Microtus pinetorum,0.1924,0.0,false,false
Microtus ochrogaster,Microtus richardsoni,0.1999,0.0,false,false
Microtus ochrogaster,Microtus xanthognathus,0.2877,0.0,false,false
Microtus ochrogaster,Mus musculus,0.2805,0.0,false,false
Microtus ochrogaster,Mustela erminea,0.23565,0.0,false,false
Microtus ochrogaster,Mustela frenata,0.15975,0.0,false,false
Microtus ochrogaster,Mustela nigripes,0.26945,0.0,false,false
Microtus ochrogaster,Mustela nivalis,0.1696,0.0,false,false
Microtus ochrogaster,Mustela subpalmata,0.1812,0.0,false,false
Microtus ochrogaster,Myodes gapperi,0.20275,0.0,false,false
Microtus ochrogaster,Myodes rutilus,0.22965,0.0,false,false
Microtus ochrogaster,Myotis californicus,0.2828,0.0,false,false
Microtus ochrogaster,Myotis ciliolabrum,0.19945,0.0,false,false
Microtus ochrogaster,Myotis evotis,0.2866,0.0,false,false
Microtus ochrogaster,Myotis keenii,0.27385,0.0,false,false
Microtus ochrogaster,Myotis leibii,0.27595,0.0,false,false
Microtus ochrogaster,Myotis lucifugus,0.2573,0.0,false,false
Microtus ochrogaster,Myotis melanorhinus,0.2871,0.0,false,false
Microtus ochrogaster,Myotis septentrionalis,0.1236,0.0,false,false
Microtus ochrogaster,Myotis thysanodes,0.2632,0.0,false,false
Microtus ochrogaster,Myotis volans,0.23925,0.0,false,false
Microtus ochrogaster,Myotis yumanensis,0.20445,0.0,false,false
Microtus ochrogaster,Napaeozapus insignis,0.1279,0.0,false,false
Microtus ochrogaster,Neovison vison,0.1741,0.0,false,false
Microtus ochrogaster,Nyctinomops macrotis,0.3028,0.0,false,false
Microtus ochrogaster,Ochotona collaris,0.22095,0.0,false,false
Microtus ochrogaster,Ochotona princeps,0.2317,0.0,false,false
Microtus ochrogaster,Odocoileus hemionus,0.1819,0.0,false,false
Microtus ochrogaster,Odocoileus virginianus,0.1643,0.0,false,false
Microtus ochrogaster,Ondatra zibethicus,0.22865,0.0,false,false
Microtus ochrogaster,Onychomys leucogaster,0.37715,0.0,false,false
Microtus ochrogaster,Oreamnos americanus,0.20395,0.0,false,false
Microtus ochrogaster,Ovibos moschatus,0.1223,0.0,false,false
Microtus ochrogaster,Ovis canadensis,0.1173,0.0,false,false
Microtus ochrogaster,Ovis dalli,0.23185,0.0,false,false
Microtus ochrogaster,Parascalops breweri,0.27835,0.0,false,false
Microtus ochrogaster,Perognathus fasciatus,0.39575,0.0,false,false
Microtus ochrogaster,Perognathus parvus,0.39615,0.0,false,false
