from,to,score_normal,score,pair,int
Cryptotis parva,Sorex arcticus,0.40535,0.12115,false,false
Martes pennanti,Glaucomys volans,0.41105,0.121,false,false
Erethizon dorsatum,Sorex hoyi,0.40335,0.1205,false,false
Neovison vison,Callospermophilus lateralis,0.40935,0.12025,false,false
Canis lupus,Ursus maritimus,0.40495,0.1198,true,false
Puma concolor,Urocyon cinereoargenteus,0.39985,0.1198,false,false
Perognathus parvus,Sorex merriami,0.4041,0.1194,false,false
Canis rufus,Ursus maritimus,0.40875,0.1192,false,false
Puma concolor,Dicrostonyx richardsoni,0.4084,0.11905,false,false
Mustela frenata,Callospermophilus lateralis,0.4063,0.11895,false,false
Ursus americanus,Dama mesopotamica,0.39985,0.1189,false,false
Mustela nigripes,Tamias striatus,0.42525,0.1187,false,false
Mustela subpalmata,Tamiasciurus douglasii,0.4121,0.11865,false,false
Lynx canadensis,Dicrostonyx nunatakensis,0.4077,0.1186,false,false
Vulpes velox,Dama dama,0.4038,0.11835,false,false
Ursus maritimus,Sorex haydeni,0.4079,0.1181,false,false
Mustela subpalmata,Parascalops breweri,0.4091,0.11795,false,false
Dipodomys ordii,Sorex haydeni,0.42115,0.11755,false,false
Erethizon dorsatum,Sorex rohweri,0.4448,0.11735,false,false
Ursus maritimus,Spilogale putorius,0.424,0.1172,false,false
Martes americana,Glaucomys volans,0.41695,0.1171,false,false
Peromyscus maniculatus,Sorex maritimensis,0.39495,0.11695,false,false
Reithrodontomys megalotis,Didelphis virginiana,0.47915,0.1169,false,false
Erethizon dorsatum,Sorex dispar,0.44825,0.11685,false,false
Mustela nigripes,Glaucomys sabrinus,0.428,0.11685,false,false
Mustela nivalis,Sorex maritimensis,0.3904,0.11685,false,false
Taxidea taxus,Marmota flaviventris,0.399,0.11675,false,false
Didelphis virginiana,Vulpes velox,0.4209,0.1165,false,false
Erethizon dorsatum,Sorex fumeus,0.44625,0.1164,false,false
Ursus arctos,Glaucomys sabrinus,0.4131,0.1164,false,false
Gulo gulo,Zapus princeps,0.4137,0.1163,false,false
Martes americana,Glaucomys sabrinus,0.4291,0.116,false,false
Mustela nigripes,Glaucomys volans,0.4373,0.11575,false,false
Urocyon cinereoargenteus,Corynorhinus townsendii,0.39495,0.11575,false,false
Procyon lotor,Dama mesopotamica,0.4099,0.1157,false,false
Taxidea taxus,Myotis keenii,0.402,0.1155,false,false
Urocyon cinereoargenteus,Dama dama,0.3992,0.11535,false,false
Canis rufus,Pipistrellus subflavus,0.40455,0.1152,false,false
Mustela erminea,Microtus montanus,0.40625,0.11505,false,false
Erethizon dorsatum,Sorex vagrans,0.44535,0.11495,false,false
Mustela nigripes,Napaeozapus insignis,0.39865,0.11465,false,false
Erethizon dorsatum,Sorex palustris,0.45135,0.1146,false,false
Lontra canadensis,Marmota vancouverensis,0.40445,0.1144,false,false
Erethizon dorsatum,Sorex ugyunak,0.4434,0.11435,false,false
Erethizon dorsatum,Microtus oeconomus,0.40055,0.1143,false,false
Erethizon dorsatum,Sorex monticolus,0.44585,0.1143,false,false
Mustela frenata,Tamias minimus,0.39845,0.1143,false,false
Erethizon dorsatum,Sorex cinereus,0.4436,0.1141,false,false
Peromyscus maniculatus,Didelphis virginiana,0.47085,0.1141,false,false
Erethizon dorsatum,Sorex bendirii,0.44145,0.11395,false,false
Gulo gulo,Marmota flaviventris,0.41925,0.1139,false,false
Canis latrans,Pipistrellus subflavus,0.39855,0.11375,false,false
Geomys bursarius,Sorex haydeni,0.4139,0.1136,false,false
Gulo gulo,Glaucomys sabrinus,0.41465,0.1134,false,false
Erethizon dorsatum,Sorex preblei,0.44685,0.11335,false,false
Cryptotis parva,Microtus townsendii,0.39265,0.11325,false,false
Canis lupus,Pipistrellus subflavus,0.40715,0.11305,false,false
Martes pennanti,Marmota flaviventris,0.40985,0.11235,false,false
Dipodomys ordii,Sorex hoyi,0.40085,0.1123,false,false
Mustela erminea,Peromyscus keeni,0.44865,0.11165,false,false
Thomomys talpoides,Sorex haydeni,0.41715,0.11165,false,false
Mephitis mephitis,Dama mesopotamica,0.4062,0.1116,false,false
Perognathus fasciatus,Sorex haydeni,0.41645,0.11125,false,false
Mustela erminea,Peromyscus leucopus,0.44415,0.1112,false,false
Neurotrichus gibbsii,Erethizon dorsatum,0.45965,0.1112,false,false
Mustela erminea,Onychomys leucogaster,0.4407,0.11095,false,false
Lynx canadensis,Urocyon cinereoargenteus,0.3973,0.11065,false,false
Martes pennanti,Tamiasciurus hudsonicus,0.4107,0.1106,false,false
Erethizon dorsatum,Sorex tundrensis,0.4057,0.11055,false,false
Ursus arctos,Spilogale putorius,0.4099,0.11015,false,false
Martes americana,Scapanus townsendii,0.42035,0.11,false,false
Vulpes vulpes,Canis latrans,0.39185,0.10985,false,false
Gulo gulo,Glaucomys volans,0.4154,0.10945,false,false
Urocyon cinereoargenteus,Lasiurus borealis,0.3874,0.1093,false,false
Geomys bursarius,Sorex hoyi,0.3913,0.10925,false,false
Dipodomys ordii,Sorex vagrans,0.4535,0.10875,false,false
Geomys bursarius,Sorex rohweri,0.44665,0.10865,false,false
Puma concolor,Poliocitellus franklinii,0.40025,0.1082,false,false
Dipodomys ordii,Sorex rohweri,0.4436,0.10815,false,false
Geomys bursarius,Sorex fumeus,0.437,0.10795,false,false
Lynx canadensis,Dicrostonyx richardsoni,0.3969,0.10795,false,false
Taxidea taxus,Myotis thysanodes,0.3963,0.10795,false,false
Dipodomys ordii,Sorex dispar,0.44695,0.1079,false,false
Blarina brevicauda,Sorex arcticus,0.4,0.10775,false,false
Dipodomys ordii,Sorex fumeus,0.4503,0.10765,false,false
Perognathus parvus,Sorex haydeni,0.41255,0.10765,false,false
Condylura cristata,Sorex maritimensis,0.39105,0.1074,false,false
Ursus americanus,Ovis dalli,0.40405,0.10725,false,false
Didelphis virginiana,Lontra canadensis,0.43735,0.1072,false,false
Geomys bursarius,Sorex monticolus,0.44405,0.1068,false,false
Taxidea taxus,Lasiurus blossevillii,0.4013,0.1065,false,false
Dipodomys ordii,Sorex monticolus,0.4464,0.10645,false,false
Procyon lotor,Alces alces,0.4389,0.10635,false,false
Thomomys talpoides,Sorex hoyi,0.39115,0.1062,false,false
Mustela nigripes,Tamias minimus,0.4198,0.10605,false,false
Mustela erminea,Neotoma cinerea,0.44,0.1059,false,false
Dipodomys ordii,Sorex bendirii,0.44015,0.1057,false,false
Mustela erminea,Reithrodontomys megalotis,0.4358,0.10565,false,false
Dipodomys ordii,Sorex preblei,0.4447,0.1055,false,false
Geomys bursarius,Sorex cinereus,0.4494,0.10505,false,false
Geomys bursarius,Sorex palustris,0.43815,0.10505,false,false
Dipodomys ordii,Sorex palustris,0.4435,0.10495,false,false
Sorex fumeus,Sorex maritimensis,0.38665,0.10495,false,false
Ursus maritimus,Sylvilagus nuttallii,0.40915,0.10475,false,false
Geomys bursarius,Microtus oeconomus,0.3844,0.1047,false,false
Ursus maritimus,Procyon lotor,0.41545,0.10445,false,false
Geomys bursarius,Sorex dispar,0.44975,0.1044,false,false
Canis latrans,Lasiurus cinereus,0.3948,0.10435,false,false
Dipodomys ordii,Sorex tundrensis,0.40865,0.10425,false,false
Sorex dispar,Sorex maritimensis,0.3918,0.1042,false,false
Sorex rohweri,Sorex maritimensis,0.38915,0.10415,false,false
Canis lupus,Lasiurus cinereus,0.4065,0.10395,false,false
Erethizon dorsatum,Ondatra zibethicus,0.4036,0.10385,false,false
Didelphis virginiana,Lasionycteris noctivagans,0.43355,0.10365,false,false
Canis rufus,Lasiurus cinereus,0.40275,0.1036,false,false
Sorex monticolus,Sorex maritimensis,0.3903,0.10355,false,false
Thomomys talpoides,Sorex cinereus,0.43775,0.10345,false,false
Thomomys talpoides,Sorex fumeus,0.43855,0.10345,false,false
Sorex vagrans,Sorex maritimensis,0.3857,0.10315,false,false
Perognathus fasciatus,Sorex dispar,0.4417,0.10305,false,false
Mustela subpalmata,Glaucomys sabrinus,0.40475,0.1029,false,false
Dipodomys ordii,Sorex cinereus,0.4441,0.10285,false,false
Martes americana,Sciurus niger,0.4118,0.1028,false,false
Mustela subpalmata,Glaucomys volans,0.40455,0.10255,false,false
Sorex cinereus,Sorex maritimensis,0.38545,0.1025,false,false
Erethizon dorsatum,Blarina brevicauda,0.45455,0.10245,false,false
Perognathus fasciatus,Sorex hoyi,0.3919,0.1024,false,false
Mephitis mephitis,Alces alces,0.4409,0.1023,false,false
Taxidea taxus,Spilogale putorius,0.39605,0.1023,false,false
Neovison vison,Tamias striatus,0.39945,0.1022,false,false
Geomys bursarius,Sorex preblei,0.4452,0.10215,false,false
Gulo gulo,Scapanus townsendii,0.41005,0.10215,false,false
Geomys bursarius,Sorex vagrans,0.44745,0.1021,false,false
Taxidea taxus,Myotis lucifugus,0.3924,0.1021,false,false
Dipodomys ordii,Microtus oeconomus,0.3882,0.10205,false,false
Mustela erminea,Peromyscus maniculatus,0.43895,0.102,false,false
Ursus arctos,Sorex arcticus,0.3998,0.1017,false,false
Procyon lotor,Ictidomys tridecemlineatus,0.4166,0.10165,false,false
Erethizon dorsatum,Cryptotis parva,0.4539,0.1016,false,false
Dipodomys ordii,Sorex ugyunak,0.44565,0.1015,false,false
Geomys bursarius,Sorex bendirii,0.4418,0.1015,false,false
Thomomys talpoides,Sorex preblei,0.4437,0.10145,false,false
Geomys bursarius,Sorex tundrensis,0.4007,0.10125,false,false
Perognathus fasciatus,Sorex fumeus,0.4474,0.1011,false,false
Thomomys talpoides,Sorex rohweri,0.45055,0.1011,false,false
Perognathus fasciatus,Sorex rohweri,0.4441,0.10105,false,false
Perognathus fasciatus,Sorex vagrans,0.43915,0.10105,false,false
Ursus maritimus,Mephitis mephitis,0.41465,0.101,false,false
Blarina brevicauda,Microtus townsendii,0.38625,0.1009,false,false
Thomomys talpoides,Sorex vagrans,0.44795,0.10055,false,false
Ursus americanus,Mustela nigripes,0.41655,0.1004,false,false
Perognathus fasciatus,Sorex cinereus,0.4404,0.10035,false,false
Procyon lotor,Ovis dalli,0.422,0.1003,false,false
Ursus maritimus,Condylura cristata,0.41235,0.10025,false,false
Martes pennanti,Tamias striatus,0.4074,0.1002,false,false
Perognathus parvus,Sorex hoyi,0.3946,0.1001,false,false
Ursus arctos,Procyon lotor,0.4019,0.1001,false,false
Geomys bursarius,Sorex ugyunak,0.4366,0.1,false,false
Perognathus fasciatus,Microtus oeconomus,0.3864,0.1,false,false
Thomomys talpoides,Sorex dispar,0.4536,0.0997,false,false
Mustela nigripes,Sylvilagus nuttallii,0.4143,0.09955,false,false
Thomomys talpoides,Sorex ugyunak,0.4422,0.09935,false,false
Lynx canadensis,Poliocitellus franklinii,0.39505,0.0989,false,false
Puma concolor,Lontra canadensis,0.40905,0.09885,false,false
Thomomys talpoides,Sorex monticolus,0.443,0.09885,false,false
Thomomys talpoides,Sorex palustris,0.4443,0.0986,false,false
Lynx rufus,Bison bison,0.3958,0.0985,false,false
Cryptotis parva,Sorex trowbridgii,0.3892,0.0983,false,false
Lynx canadensis,Lontra canadensis,0.40745,0.09815,false,false
Urocyon cinereoargenteus,Pipistrellus subflavus,0.3839,0.09815,false,false
Perognathus fasciatus,Sorex ugyunak,0.44185,0.0981,false,false
Perognathus parvus,Sorex monticolus,0.4471,0.09805,false,false
Thomomys talpoides,Sorex bendirii,0.4458,0.09805,false,false
Spilogale putorius,Martes pennanti,0.42605,0.098,false,false
Perognathus fasciatus,Sorex monticolus,0.44525,0.09795,false,false
Erethizon dorsatum,Microtus oregoni,0.39285,0.0978,false,false
Perognathus fasciatus,Sorex preblei,0.44265,0.0978,false,false
Perognathus parvus,Sorex rohweri,0.43725,0.0977,false,false
Ursus arctos,Mephitis mephitis,0.40475,0.0976,false,false
Thomomys talpoides,Microtus oeconomus,0.3826,0.09755,false,false
Ursus americanus,Bison bison,0.41165,0.0975,false,false
Ursus arctos,Zapus hudsonius,0.3906,0.0974,false,false
Thomomys talpoides,Sorex tundrensis,0.4022,0.0973,false,false
Dipodomys ordii,Cryptotis parva,0.4508,0.097,false,false
Mustela subpalmata,Tamias striatus,0.3955,0.0968,false,false
Neurotrichus gibbsii,Dicrostonyx nunatakensis,0.4022,0.0968,false,false
Mephitis mephitis,Ictidomys tridecemlineatus,0.41645,0.09675,false,false
Perognathus parvus,Sorex cinereus,0.44635,0.09675,false,false
Sorex preblei,Sorex maritimensis,0.38375,0.0967,false,false
Antrozous pallidus,Sorex maritimensis,0.38555,0.0965,false,false
Ursus arctos,Sylvilagus nuttallii,0.3962,0.09645,false,false
Geomys bursarius,Cryptotis parva,0.4566,0.09635,false,false
Perognathus parvus,Sorex fumeus,0.4469,0.09625,false,false
Neurotrichus gibbsii,Dicrostonyx richardsoni,0.40175,0.0961,false,false
Geomys bursarius,Microtus oregoni,0.391,0.0957,false,false
Mustela frenata,Marmota flaviventris,0.3879,0.0956,false,false
Martes americana,Tamias striatus,0.4114,0.09555,false,false
Perognathus fasciatus,Sorex bendirii,0.4427,0.09545,false,false
Martes americana,Zapus trinotatus,0.3961,0.0954,false,false
Taxidea taxus,Procyon lotor,0.398,0.0954,false,false
Urocyon cinereoargenteus,Lasiurus cinereus,0.37895,0.0954,false,false
Perognathus parvus,Sorex vagrans,0.4433,0.09535,false,false
Dipodomys ordii,Blarina brevicauda,0.45525,0.0952,false,false
Vulpes lagopus,Antrozous pallidus,0.3852,0.0951,false,false
Perognathus fasciatus,Sorex palustris,0.4381,0.09505,false,false
Erethizon dorsatum,Lemmiscus curtatus,0.42715,0.0949,false,false
Perognathus parvus,Sorex preblei,0.438,0.0949,false,false
Procyon lotor,Mustela frenata,0.40395,0.09485,false,false
Mephitis mephitis,Mustela frenata,0.4047,0.0948,false,false
Vulpes velox,Odocoileus hemionus,0.38715,0.0945,false,false
Perognathus parvus,Sorex dispar,0.44815,0.09445,false,false
Spilogale putorius,Neovison vison,0.4088,0.09445,false,false
Neovison vison,Marmota flaviventris,0.3959,0.0944,false,false
Geomys bursarius,Blarina brevicauda,0.45085,0.0943,false,false
Perognathus parvus,Sorex bendirii,0.4377,0.0942,false,false
Neovison vison,Tamias minimus,0.39225,0.09395,false,false
Vulpes lagopus,Oreamnos americanus,0.3895,0.09395,false,false
Martes americana,Tamiasciurus douglasii,0.41255,0.09375,false,false
Perognathus fasciatus,Sorex tundrensis,0.40405,0.09375,false,false
Perognathus parvus,Microtus oeconomus,0.3843,0.0935,false,false
Dipodomys ordii,Ondatra zibethicus,0.3937,0.0934,false,false
Taxidea taxus,Sylvilagus nuttallii,0.39125,0.0934,false,false
Dipodomys ordii,Microtus oregoni,0.38935,0.09335,false,false
Geomys bursarius,Ondatra zibethicus,0.3924,0.09325,false,false
Taxidea taxus,Mephitis mephitis,0.3952,0.09325,false,false
Ursus arctos,Condylura cristata,0.4027,0.0932,false,false
Neovison vison,Marmota vancouverensis,0.38925,0.0931,false,false
Mustela erminea,Myodes gapperi,0.3924,0.09305,false,false
Mephitis mephitis,Ovis dalli,0.4235,0.09295,false,false
Spilogale putorius,Martes americana,0.4329,0.09295,false,false
Martes pennanti,Tamias minimus,0.40145,0.09275,false,false
Perognathus parvus,Sorex ugyunak,0.4372,0.0927,false,false
Antrozous pallidus,Didelphis virginiana,0.46695,0.09265,false,false
Perognathus parvus,Sorex tundrensis,0.3969,0.09265,false,false
Mustela nigripes,Ochotona princeps,0.4018,0.0926,false,false
Erethizon dorsatum,Microtus chrotorrhinus,0.41905,0.0925,false,false
Erethizon dorsatum,Microtus ochrogaster,0.425,0.09245,false,false
Erethizon dorsatum,Microtus xanthognathus,0.42,0.0922,false,false
Perognathus fasciatus,Cryptotis parva,0.4592,0.09215,false,false
Ursus maritimus,Callospermophilus saturatus,0.41365,0.0921,false,false
Perognathus fasciatus,Microtus oregoni,0.39625,0.09165,false,false
Perognathus fasciatus,Ondatra zibethicus,0.3941,0.0911,false,false
Perognathus parvus,Sorex palustris,0.44325,0.09105,false,false
Lontra canadensis,Marmota flaviventris,0.4012,0.09075,false,false
Thomomys talpoides,Blarina brevicauda,0.4504,0.09075,false,false
Thomomys talpoides,Ondatra zibethicus,0.3872,0.09025,false,false
Lynx rufus,Sylvilagus nuttallii,0.39545,0.09015,false,false
Thomomys talpoides,Cryptotis parva,0.4487,0.09015,false,false
Neurotrichus gibbsii,Condylura cristata,0.44905,0.08975,false,false
Lontra canadensis,Zapus trinotatus,0.39135,0.0897,false,false
Dipodomys ordii,Microtus ochrogaster,0.42655,0.08965,false,false
Puma concolor,Sylvilagus nuttallii,0.4165,0.08965,false,false
Sorex palustris,Sorex maritimensis,0.38145,0.0895,false,false
Ursus maritimus,Callospermophilus lateralis,0.4117,0.0895,false,false
Ursus arctos,Sorex haydeni,0.3973,0.08945,false,false
Thomomys talpoides,Microtus oregoni,0.38375,0.0893,false,false
Gulo gulo,Tamias striatus,0.4116,0.08925,false,false
Gulo gulo,Sciurus niger,0.4063,0.08905,false,false
Lynx canadensis,Sylvilagus nuttallii,0.4142,0.089,false,false
Peromyscus keeni,Sorex arcticus,0.39535,0.0889,false,false
Neovison vison,Tamiasciurus hudsonicus,0.3858,0.08885,false,false
Erethizon dorsatum,Synaptomys cooperi,0.4209,0.08875,false,false
Mustela erminea,Microtus oregoni,0.39035,0.0887,false,false
Martes americana,Tamias minimus,0.40255,0.08845,false,false
Perognathus parvus,Cryptotis parva,0.4494,0.08835,false,false
Dipodomys ordii,Microtus xanthognathus,0.4207,0.08815,false,false
Peromyscus leucopus,Sorex arcticus,0.3953,0.088,false,false
Perognathus fasciatus,Blarina brevicauda,0.4518,0.0877,false,false
Thomomys talpoides,Microtus ochrogaster,0.4202,0.0877,false,false
Cryptotis parva,Sorex merriami,0.3867,0.0876,false,false
Perognathus parvus,Microtus oregoni,0.3883,0.08755,false,false
Mustela subpalmata,Scapanus orarius,0.3961,0.0872,false,false
Sorex fumeus,Didelphis virginiana,0.46855,0.0871,false,false
Vulpes vulpes,Puma concolor,0.39185,0.0871,false,false
Didelphis virginiana,Taxidea taxus,0.42035,0.087,false,false
Sorex vagrans,Didelphis virginiana,0.4735,0.08675,false,false
Sorex dispar,Didelphis virginiana,0.4697,0.0867,false,false
Geomys bursarius,Microtus ochrogaster,0.421,0.08655,false,false
Thomomys talpoides,Lemmiscus curtatus,0.4162,0.0864,false,false
Mustela subpalmata,Tamias minimus,0.38785,0.0862,false,false
Geomys bursarius,Lemmiscus curtatus,0.4207,0.0859,false,false
Blarina brevicauda,Sorex trowbridgii,0.381,0.08575,false,false
Dipodomys ordii,Microtus chrotorrhinus,0.4219,0.08575,false,false
Dipodomys ordii,Lemmiscus curtatus,0.42355,0.0857,false,false
Erethizon dorsatum,Synaptomys borealis,0.4112,0.0857,false,false
Thomomys talpoides,Microtus chrotorrhinus,0.4097,0.0857,false,false
Geomys bursarius,Microtus xanthognathus,0.41535,0.0856,false,false
Sorex rohweri,Didelphis virginiana,0.4729,0.0854,false,false
Geomys bursarius,Microtus chrotorrhinus,0.414,0.0853,false,false
Thomomys talpoides,Microtus xanthognathus,0.4131,0.08525,false,false
Taxidea taxus,Myotis volans,0.38795,0.08515,false,false
Perognathus parvus,Blarina brevicauda,0.44715,0.0849,false,false
Perognathus parvus,Ondatra zibethicus,0.39195,0.0849,false,false
Ursus americanus,Mephitis mephitis,0.41945,0.0847,false,false
Perognathus fasciatus,Microtus ochrogaster,0.422,0.08455,false,false
Erethizon dorsatum,Microtus pennsylvanicus,0.41545,0.0845,false,false
Lontra canadensis,Sylvilagus nuttallii,0.40555,0.08445,false,false
Sorex monticolus,Didelphis virginiana,0.4755,0.084,false,false
Spilogale putorius,Gulo gulo,0.4258,0.0838,false,false
Ursus maritimus,Sorex tundrensis,0.39035,0.0835,true,false
Ursus arctos,Callospermophilus saturatus,0.40005,0.08345,false,false
Perognathus fasciatus,Lemmiscus curtatus,0.4167,0.08325,false,false
Mustela nigripes,Ochotona collaris,0.39745,0.0831,false,false
Perognathus fasciatus,Microtus xanthognathus,0.41785,0.08255,false,false
Vulpes lagopus,Ovis dalli,0.3832,0.08255,false,false
Sorex ugyunak,Sorex maritimensis,0.37915,0.08245,false,false
Perognathus fasciatus,Microtus chrotorrhinus,0.41685,0.0824,false,false
Erethizon dorsatum,Lemmus trimucronatus,0.3972,0.08225,false,false
Procyon lotor,Poliocitellus franklinii,0.3944,0.082,false,false
Canis rufus,Euderma maculatum,0.39695,0.0819,false,false
Mephitis mephitis,Poliocitellus franklinii,0.3998,0.0818,false,false
Onychomys leucogaster,Sorex arcticus,0.39645,0.08175,false,false
Sorex bendirii,Sorex maritimensis,0.3773,0.08165,false,false
Gulo gulo,Tamias minimus,0.39415,0.0816,false,false
Canis latrans,Euderma maculatum,0.388,0.08155,false,false
Condylura cristata,Didelphis virginiana,0.4669,0.0815,false,false
Canis lupus,Euderma maculatum,0.3956,0.0812,false,false
Sorex cinereus,Didelphis virginiana,0.467,0.0812,false,false
Geomys bursarius,Microtus pennsylvanicus,0.40275,0.0808,false,false
Ursus americanus,Procyon lotor,0.42615,0.08075,false,false
Mustela frenata,Tamiasciurus hudsonicus,0.3829,0.0807,false,false
Erethizon dorsatum,Mus musculus,0.42345,0.08065,false,false
Ursus maritimus,Sorex trowbridgii,0.37475,0.0805,false,false
Geomys bursarius,Synaptomys cooperi,0.4179,0.0802,false,false
Sorex preblei,Didelphis virginiana,0.46795,0.0802,false,false
Dipodomys ordii,Synaptomys cooperi,0.42275,0.0801,false,false
Gulo gulo,Tamiasciurus douglasii,0.4039,0.0801,false,false
Corynorhinus townsendii,Didelphis virginiana,0.4745,0.0799,false,false
Erethizon dorsatum,Onychomys leucogaster,0.45905,0.07975,false,false
Erethizon dorsatum,Microtus miurus,0.3887,0.0796,false,false
Perognathus parvus,Lemmiscus curtatus,0.4216,0.0795,false,false
Perognathus parvus,Microtus ochrogaster,0.4218,0.07945,false,false
Erethizon dorsatum,Peromyscus leucopus,0.4519,0.0793,false,false
Mustela frenata,Marmota vancouverensis,0.37975,0.0793,false,false
Neotoma cinerea,Sorex arcticus,0.3858,0.07925,false,false
Puma concolor,Vulpes lagopus,0.3819,0.0789,false,false
Vulpes velox,Odocoileus virginianus,0.3861,0.0788,false,false
Ursus americanus,Spilogale putorius,0.4232,0.0787,false,false
Vulpes lagopus,Corynorhinus townsendii,0.3758,0.07865,false,false
Erethizon dorsatum,Microtus montanus,0.39295,0.0786,false,false
Puma concolor,Cervus elaphus,0.38905,0.0785,false,false
Erethizon dorsatum,Peromyscus keeni,0.4516,0.07775,false,false
Martes pennanti,Sciurus niger,0.3936,0.07765,false,false
Corynorhinus townsendii,Sorex maritimensis,0.3789,0.0776,false,false
Dipodomys ordii,Microtus pennsylvanicus,0.40545,0.0775,false,false
Dipodomys ordii,Synaptomys borealis,0.40425,0.07745,false,false
Procyon lotor,Bison bison,0.42465,0.0774,false,false
Canis latrans,Nyctinomops macrotis,0.38485,0.07735,false,false
Perognathus parvus,Microtus chrotorrhinus,0.41135,0.07735,false,false
Lasiurus borealis,Didelphis virginiana,0.46915,0.07725,false,false
Urocyon cinereoargenteus,Vulpes lagopus,0.37645,0.07725,false,false
Thomomys talpoides,Synaptomys cooperi,0.4176,0.07685,false,false
Geomys bursarius,Microtus montanus,0.3873,0.0768,false,false
Canis lupus,Nyctinomops macrotis,0.3897,0.0766,false,false
Lasiurus borealis,Sorex maritimensis,0.3777,0.07655,false,false
Perognathus parvus,Microtus xanthognathus,0.41475,0.07655,false,false
Aplodontia rufa,Sorex maritimensis,0.3695,0.0764,false,false
Lynx canadensis,Cervus elaphus,0.3816,0.07625,false,false
Sorex palustris,Didelphis virginiana,0.46775,0.0762,false,false
Geomys bursarius,Synaptomys borealis,0.40045,0.076,false,false
Lontra canadensis,Glaucomys sabrinus,0.40465,0.076,false,false
Lynx rufus,Alces alces,0.3813,0.076,false,false
Mephitis mephitis,Bison bison,0.426,0.07595,false,false
Perognathus fasciatus,Microtus pennsylvanicus,0.4047,0.07595,false,false
Perognathus fasciatus,Synaptomys cooperi,0.4188,0.0759,false,false
Canis rufus,Nyctinomops macrotis,0.39075,0.0757,false,false
Vulpes lagopus,Lasiurus borealis,0.37275,0.0755,false,false
Puma concolor,Dama mesopotamica,0.3833,0.07545,false,false
Spilogale putorius,Spilogale putorius,0.4435,0.0753,false,false
Vulpes vulpes,Lynx canadensis,0.38365,0.07515,false,false
Ursus arctos,Callospermophilus lateralis,0.3986,0.07485,false,false
Spilogale putorius,Procyon lotor,0.44365,0.07475,false,false
Spilogale putorius,Mephitis mephitis,0.44805,0.0746,false,false
Perognathus fasciatus,Microtus montanus,0.39195,0.07445,false,false
Blarina brevicauda,Sorex merriami,0.3837,0.0744,false,false
Mustela subpalmata,Sylvilagus nuttallii,0.38795,0.07435,false,false
Reithrodontomys megalotis,Sorex arcticus,0.39425,0.07395,false,false
Lontra canadensis,Glaucomys volans,0.4098,0.0739,false,false
Gulo gulo,Zapus trinotatus,0.38295,0.0737,false,false
Dipodomys ordii,Microtus montanus,0.38755,0.0734,false,false
Puma concolor,Cynomys ludovicianus,0.38465,0.0734,false,false
Dipodomys ordii,Peromyscus keeni,0.45225,0.07335,false,false
Erethizon dorsatum,Dicrostonyx groenlandicus,0.3813,0.07335,false,false
Mustela nigripes,Lepus europaeus,0.40815,0.0733,false,false
Erethizon dorsatum,Neotoma cinerea,0.4542,0.07325,false,false
Mustela frenata,Spilogale putorius,0.38675,0.07325,false,false
Peromyscus leucopus,Sorex trowbridgii,0.37495,0.0731,false,false
Erethizon dorsatum,Tamiasciurus hudsonicus,0.4308,0.073,false,false
Geomys bursarius,Dicrostonyx groenlandicus,0.3812,0.073,false,false
Peromyscus maniculatus,Sorex arcticus,0.39025,0.073,false,false
Thomomys talpoides,Microtus pennsylvanicus,0.40235,0.07275,false,false
Erethizon dorsatum,Neurotrichus gibbsii,0.4606,0.0726,false,false
Thomomys talpoides,Synaptomys borealis,0.3985,0.07255,false,false
Geomys bursarius,Onychomys leucogaster,0.45325,0.07235,false,false
Ursus maritimus,Lepus americanus,0.3805,0.07235,false,false
Puma concolor,Tamias amoenus,0.38545,0.07225,false,false
Onychomys leucogaster,Sorex trowbridgii,0.3748,0.07205,false,false
Procyon lotor,Cynomys ludovicianus,0.3881,0.07205,false,false
Procyon lotor,Martes pennanti,0.40935,0.072,false,false
Ursus maritimus,Sorex merriami,0.38105,0.072,false,false
Vulpes lagopus,Mustela nivalis,0.37085,0.0719,true,false
Perognathus fasciatus,Synaptomys borealis,0.40225,0.07185,false,false
Peromyscus keeni,Sorex trowbridgii,0.37375,0.07185,false,false
Perognathus fasciatus,Peromyscus keeni,0.4569,0.0718,false,false
Erethizon dorsatum,Reithrodontomys megalotis,0.4534,0.07165,false,false
Lynx canadensis,Dama mesopotamica,0.37635,0.07165,false,false
Mephitis mephitis,Martes pennanti,0.4141,0.07165,false,false
Mephitis mephitis,Neovison vison,0.3996,0.07145,false,false
Thomomys talpoides,Microtus montanus,0.3892,0.07145,false,false
Erethizon dorsatum,Castor canadensis,0.3742,0.0712,false,false
Peromyscus leucopus,Microtus townsendii,0.37275,0.0712,false,false
Procyon lotor,Ovibos moschatus,0.37675,0.07105,false,false
Geomys bursarius,Peromyscus leucopus,0.4558,0.071,false,false
Geomys bursarius,Mus musculus,0.40905,0.07095,false,false
Cryptotis parva,Sorex haydeni,0.3962,0.07085,false,false
Dipodomys ordii,Microtus miurus,0.38265,0.07085,false,false
Perognathus parvus,Synaptomys cooperi,0.4197,0.07085,false,false
Perognathus parvus,Microtus pennsylvanicus,0.3995,0.07075,false,false
Geomys bursarius,Peromyscus keeni,0.45275,0.0707,false,false
Mephitis mephitis,Cynomys ludovicianus,0.3961,0.0706,false,false
Mustela frenata,Antrozous pallidus,0.37655,0.0706,false,false
